code_insee,code_postal,latitude,longitude,nom_commune,departement
85025,85600,46.9451858636,-1.1916392484,LA BOISSIERE DE MONTAIGU,85
91587,91160,48.6850264714,2.26634749221,SAULX LES CHARTREUX,91
34343,34380,43.7367573026,3.69220324597,VIOLS LE FORT,34
63040,63160,45.7251184657,3.32304115809,BILLOM,63
44215,44120,47.1603732625,-1.47052291749,VERTOU,44
36143,36400,46.6401357121,1.95677952761,NOHANT VIC,36
02408,2000,49.5679724897,3.62089561902,LAON,2
03102,3290,46.5305895294,3.67644076991,DOMPIERRE SUR BESBRE,3
62108,62600,50.4141574341,1.58229663833,BERCK,62
51391,51140,49.2724383199,3.88749263388,MUIZON,51
71137,71250,46.4303628582,4.67033276327,CLUNY,71
77034,77720,48.5601991238,2.79501080828,BLANDY LES TOURS,77
57511,57140,49.179562869,6.11099249211,NORROY LE VENEUR,57
16015,16000,45.6472585146,0.14514490683,ANGOULEME,16
83139,83690,43.5935800875,6.310682972,TOURTOUR,83
17380,17420,45.6579754062,-1.10115118709,ST PALAIS SUR MER,17
34003,34300,43.309129116,3.48447903133,AGDE,34
01007,1500,46.0055913782,5.35760660735,AMBRONAY,1
65009,65150,43.0760669312,0.464444450073,ANERES,65
93029,93700,48.9234246259,2.44492688692,DRANCY,93
63003,63600,45.5557839461,3.75625356567,AMBERT,63
64122,64200,43.4695847227,-1.55309857519,BIARRITZ,64
49200,49770,47.5607664036,-0.683468497352,LONGUENEE EN ANJOU,49
85290,85210,46.5433098199,-1.00699777534,THIRÉ,85
60414,60160,49.2632645948,2.43135724334,MONTATAIRE,60
95039,95430,49.0803858577,2.15488070885,AUVERS SUR OISE,95
56009,56360,47.313014109,-3.1920046614,BANGOR,56
83132,83210,43.1784166306,6.01726722545,SOLLIES VILLE,83
87011,87300,46.1049122554,1.04116467219,BELLAC,87
84089,84120,43.6872357464,5.52052480281,PERTUIS,84
22008,22100,48.4144897659,-2.09704568121,BOBITAL,22
66025,66760,42.4379971277,1.96090815348,BOURG MADAME,66
22166,22710,48.816014407,-3.30224745841,PENVENAN,22
05153,5260,44.6888900905,6.16982010891,ST MICHEL DE CHAILLOL,5
41034,41250,47.6160275858,1.54153082337,CHAMBORD,41
29046,29100,48.0806526556,-4.32784220122,DOUARNENEZ,29
73054,73700,45.6647980545,6.76637903907,BOURG ST MAURICE,73
16106,16500,46.0191386034,0.658522279035,CONFOLENS,16
85076,85610,47.0602388146,-1.25289811103,CUGAND,85
31157,31270,43.5449211242,1.34286223759,CUGNAUX,31
31022,31140,43.6713968117,1.42370910767,AUCAMVILLE,31
92062,92800,48.8837094969,2.23834178314,PUTEAUX,92
97128,97180,16.2572300868,-61.3874730054,STE ANNE,971
34336,34500,43.3172489997,3.28958494349,VILLENEUVE LES BEZIERS,34
02381,2500,49.9426458618,4.10483732841,HIRSON,2
47074,47180,44.5203730714,0.068285349184,COUTHURES SUR GARONNE,47
80001,80100,50.1083582944,1.83209170207,ABBEVILLE,80
78073,78390,48.8044185716,2.01911294303,BOIS D ARCY,78
38191,38750,45.0969425761,6.08474810987,HUEZ,38
30085,30210,43.9490522277,4.47176606244,COLLIAS,30
22168,22700,48.8094393417,-3.46769227891,PERROS GUIREC,22
43048,43160,45.3187166909,3.69286458356,LA CHAISE DIEU,43
58145,58140,47.2894645643,3.82491613793,LORMES,58
03185,3100,46.3385883496,2.60390499777,MONTLUCON,3
62160,62200,50.7271332663,1.60756334802,BOULOGNE SUR MER,62
36088,36100,46.9489390293,2.00053790133,ISSOUDUN,36
29109,29840,48.5343990673,-4.72936031932,LANDUNVEZ,29
17224,17160,45.8637317103,-0.314996278369,MATHA,17
25380,25370,46.7648830862,6.35324497812,METABIEF,25
40005,40320,43.6059261585,-0.44174435794,ARBOUCAVE,40
01427,1600,45.940671655,4.7714415007,TREVOUX,1
22119,22420,48.6072769742,-3.52795086821,LANVELLEC,22
77186,77300,48.4066856508,2.68031396389,FONTAINEBLEAU,77
13021,13620,43.3427663021,5.15373765817,CARRY LE ROUET,13
29155,29242,48.4601042319,-5.08534533544,OUESSANT,29
16225,16310,45.7738787675,0.551136998408,MONTEMBOEUF,16
45338,45700,47.9830187489,2.70512428321,VILLEMANDEUR,45
92071,92330,48.776816369,2.29529414514,SCEAUX,92
59009,59491,50.6324372393,3.1535257221,VILLENEUVE D ASCQ,59
94041,94200,48.8128063812,2.38778023612,IVRY SUR SEINE,94
13056,13117,43.3798920489,5.04945402314,MARTIGUES,13
24291,24290,45.0627368774,1.15422675286,MONTIGNAC,24
68269,68150,48.2065139236,7.28672468283,RIBEAUVILLE,68
02684,2830,49.9259700696,4.15288229364,ST MICHEL,2
77123,77290,48.9892298685,2.6561103822,COMPANS,77
37337,37750,nan,nan,VILLENEUVE LES MAGUELONE,34
06083,6500,43.7908233727,7.49365612374,MENTON,6
83129,83140,43.086818602,5.82924464931,SIX FOURS LES PLAGES,83
2B043,20222,42.7792996993,9.45029993821,BRANDO,2B
39478,39200,46.408600398,5.87556247635,ST CLAUDE,39
84031,84200,44.0593802565,5.06134844776,CARPENTRAS,84
83088,83136,43.2945310996,6.02592739077,NEOULES,83
63255,63340,45.4846982805,3.28374300124,NONETTE ORSONNETTE,63
2A139,20137,41.6654830708,9.31906773443,LECCI,2A
94033,94120,48.8511046382,2.47395409774,FONTENAY SOUS BOIS,94
77359,77930,48.479730606,2.55038052003,PERTHES,77
85240,85590,46.9248120291,-0.914182961099,ST MALO DU BOIS,85
81217,81140,43.9765161784,1.70709054548,PUYCELSI,81
83055,83440,43.6103345822,6.67843279926,FAYENCE,83
83101,83350,43.2186126186,6.63754734174,RAMATUELLE,83
84099,84440,43.8519678718,5.11008684319,ROBION,84
46240,46500,44.8148525753,1.62220346544,ROCAMADOUR,46
72264,72300,47.8378265007,-0.354705885665,SABLE SUR SARTHE,72
46251,46400,44.8531827667,1.89258045388,ST CERE,46
45315,45600,47.7526229305,2.35647713689,SULLY SUR LOIRE,45
73093,73210,45.6105383975,6.66721481397,LA COTE D AIME,73
34157,34140,43.4292981138,3.57774572973,MEZE,34
46102,46100,44.6055314625,2.02540303775,FIGEAC,46
85163,85330,47.0086655085,-2.26243620205,NOIRMOUTIER EN L ILE,85
45234,45100,47.8828634214,1.91610357477,ORLEANS,45
44132,44380,47.2615791665,-2.31415650821,PORNICHET,44
36006,36200,46.5787862593,1.4926283101,ARGENTON SUR CREUSE,36
19059,19350,45.3604032352,1.33771562463,CONCEZE,19
22046,22330,48.2937312654,-2.52246803693,ST GOUENO,22
33514,33780,45.493296382,-1.10918123147,SOULAC SUR MER,33
01160,1210,46.2519789243,6.10826403805,FERNEY VOLTAIRE,1
88346,88210,48.4194366522,6.99291726168,LA PETITE RAON,88
30339,30570,44.0875534961,3.61946476562,VALLERAUGUE,30
85008,85430,46.6028241769,-1.46743549114,AUBIGNY LES CLOUZEAUX,85
22274,22630,48.3731003808,-2.01421441815,ST ANDRE DES EAUX,22
59178,59500,50.3823195335,3.09145683114,DOUAI,59
41220,41220,47.709174366,1.62466277515,ST LAURENT NOUAN,41
95352,95270,49.1151211125,2.44082640954,LUZARCHES,95
84003,84400,43.879393265,5.38921757843,APT,84
93006,93170,48.8690836308,2.42274096688,BAGNOLET,93
33165,33370,44.819815277,-0.439992385579,FARGUES ST HILAIRE,33
31042,31110,42.736147731,0.626640395614,LUCHON,31
17434,17700,46.1044773827,-0.753715269757,SURGERES,17
29039,29900,47.8966260003,-3.90716871821,CONCARNEAU,29
60159,60200,49.3990601478,2.85317249363,COMPIEGNE,60
55272,55800,48.8425240872,5.04206568758,LAIMONT,55
33262,33460,45.004972156,-0.612661871132,MACAU,33
83118,83700,43.4574625431,6.84734210398,ST RAPHAEL,83
37231,37370,47.5816905056,0.466637692187,ST PATERNE RACAN,37
86165,86500,46.4263978846,0.895458347632,MONTMORILLON,86
53250,53540,47.9663369335,-1.04358876565,ST POIX,53
83072,83510,43.4814630298,6.35892744946,LORGUES,83
47238,47340,44.1868209409,0.516380488388,ST ANTOINE DE FICALBA,47
25388,25200,47.5155169816,6.79148147353,MONTBELIARD,25
37204,37360,47.5311263676,0.647449146554,ROUZIERS DE TOURAINE,37
31026,31460,43.519408834,1.82440314638,AURIAC SUR VENDINELLE,31
92073,92150,48.8698479132,2.21965517625,SURESNES,92
84081,84310,43.9337788848,4.90875878315,MORIERES LES AVIGNON,84
82112,82200,44.1262518079,1.09834758014,MOISSAC,82
62604,62152,50.6171328385,1.61729338887,HARDELOT,62
92014,92340,48.7799073627,2.31643010763,BOURG LA REINE,92
38548,38250,45.0600847837,5.54420891959,VILLARD DE LANS,38
01450,1800,45.932014998,5.22953071636,VILLIEU-LOYES-MOLLON,1
76217,76200,49.9222503951,1.08681168449,DIEPPE,76
63178,63500,45.5455577894,3.24499324643,ISSOIRE,63
77441,77920,48.4550515717,2.75291155262,SAMOIS SUR SEINE,77
48027,48190,44.5107452501,3.74294007436,LE BLEYMARD,48
77168,77620,48.1821285238,2.88437118271,EGREVILLE,77
29042,29160,48.2449715382,-4.49170347769,CROZON,29
22162,22500,48.7733386239,-3.05459397042,PAIMPOL,22
83130,83210,43.1907611248,6.06327697157,SOLLIES PONT,83
98813,98880,-21.70927,165.828366,LA FOA,988
98822,98822,-20.936331,165.330548,POINDIMIE,988
31483,31800,43.1199260811,0.726613564199,ST GAUDENS,31
92048,92190,48.8037275796,2.22696287829,MEUDON,92
94068,94100,48.7990677797,2.49386450452,ST MAUR DES FOSSES,94
57206,57290,49.2987006334,6.10649265804,FAMECK,57
69266,69100,45.7707704179,4.88845817426,VILLEURBANNE,69
2B136,20218,42.5804431828,9.16621069911,LAMA,2B
38225,38880,45.1321769623,5.52869303726,AUTRANS MEAUDRE EN VERCORS,38
26324,26130,44.3482808478,4.75744934383,ST PAUL TROIS CHATEAUX,26
24520,24200,44.8983558068,1.2066486429,SARLAT,24
44049,44490,47.2922743449,-2.52277844422,LE CROISIC,44
54580,54190,49.4647155933,5.92643741054,VILLERUPT,54
2A247,20137,41.5924932873,9.25363087024,PORTO VECCHIO,2A
40046,40600,44.409080109,-1.1773616947,BISCARROSSE,40
57463,57070,49.1081133279,6.1955245421,METZ,57
76305,76700,49.4860837457,0.221985693724,GONFREVILLE L ORCHER,76
87206,87190,46.1696846397,1.2141520992,VILLEFAVARD,87
67180,67500,48.8417047695,7.83010404968,HAGUENAU,67
50129,50100,49.633412156,-1.63390160204,CHERBOURG EN COTENTIN,50
31506,31650,43.5590787673,1.53513710649,ST ORENS DE GAMEVILLE,31
06084,6370,43.6185304023,6.96494426706,MOUANS SARTOUX,6
30202,30130,44.2526637065,4.63901945786,PONT ST ESPRIT,30
29024,29270,48.2687578823,-3.56626363851,CARHAIX PLOUGER,29
43135,43150,44.9345419113,4.00710354299,LE MONASTIER SUR GAZEILLE,43
49138,49250,47.4829167789,-0.174198642479,LES BOIS D ANJOU,49
30351,30400,43.9771673582,4.79466040665,VILLENEUVE LES AVIGNON,30
06123,6700,43.6859625772,7.18218791815,ST LAURENT DU VAR,6
53130,53000,48.0608565468,-0.766005687142,LAVAL,53
84035,84300,43.8508361826,5.03606300916,CAVAILLON,84
59273,59820,50.9975626638,2.14413046485,GRAVELINES,59
02789,2140,49.8351798708,3.92522602825,VERVINS,2
43268,43200,45.1393761299,4.13104937731,YSSINGEAUX,43
03236,3260,46.1959477042,3.42997700831,ST GERMAIN DES FOSSES,3
26235,26700,44.3606937732,4.68715113615,PIERRELATTE,26
35037,35310,48.044637167,-1.86571618785,BREAL SOUS MONTFORT,35
38288,38780,45.5646344835,5.03134323358,OYTIER ST OBLAS,38
30350,30120,43.9886565575,3.62522883405,LE VIGAN,30
79049,79300,46.8545755683,-0.479375922286,BRESSUIRE,79
76225,76190,49.6297955951,0.67254078576,ECRETTEVILLE LES BAONS,76
56121,56100,47.7500486947,-3.37823200917,LORIENT,56
70026,70100,47.4628603881,5.58172003346,ARC LES GRAY,70
10003,10190,48.1975745771,3.73632794113,AIX EN OTHE,10
49353,49800,47.451357179,-0.473458788346,TRELAZE,49
40279,40990,43.7464083139,-1.08127980711,ST PAUL LES DAX,40
77183,77260,48.9540164057,3.12762174384,LA FERTE SOUS JOUARRE,77
34270,34430,43.5716282319,3.83221847952,ST JEAN DE VEDAS,34
22266,22110,48.2215427736,-3.31179704668,ROSTRENEN,22
03036,3160,46.5836819113,3.05141625983,BOURBON L ARCHAMBAULT,3
51050,51210,48.8453830392,3.59711725011,BERGERES SOUS MONTMIRAIL,51
31232,31330,43.7640507757,1.28038974975,GRENADE,31
53004,53200,47.8051436119,-0.823338302617,AMPOIGNE,53
59392,59600,50.283630719,3.96328053037,MAUBEUGE,59
97602,97650,-12.7232292527,45.1181212208,BANDRABOUA,976
74200,74500,46.3921186949,6.60933233238,NEUVECELLE,74
67212,67810,48.5567634132,7.64425286816,HOLTZHEIM,67
33273,33127,44.8450267218,-0.795499117928,MARTIGNAS SUR JALLE,33
25462,25300,46.9119730882,6.38914602031,PONTARLIER,25
40266,40170,44.0910922901,-1.24835443544,ST JULIEN EN BORN,40
70421,70170,47.692500452,6.03302774909,PORT SUR SAONE,70
88413,88100,48.2967093514,6.93809367547,ST DIE DES VOSGES,88
13050,13410,43.6615217681,5.25191446931,LAMBESC,13
12274,12360,43.8251925157,2.95288652879,SYLVANES,12
52331,52220,48.4874732749,4.78668890124,MONTIER EN DER,52
83069,83400,43.1018713534,6.18898508469,HYERES,83
65286,65100,43.1074297344,-0.0768069387932,LOURDES,65
15014,15000,44.9245233686,2.44162453828,AURILLAC,15
70550,70000,47.6320408648,6.1548458149,VESOUL,70
51108,51000,48.9640892125,4.37883539725,CHALONS EN CHAMPAGNE,51
89368,89520,47.6390792978,3.20437842755,ST SAUVEUR EN PUISAYE,89
41045,41150,47.4655792877,1.19931554619,CHAUMONT SUR LOIRE,41
88196,88400,48.0653057669,6.85912240068,GERARDMER,88
14047,14400,49.2776559195,-0.704625495378,BAYEUX,14
91377,91300,48.7277896426,2.27513131903,MASSY,91
78440,78130,48.9888041078,1.91363448925,LES MUREAUX,78
95199,95330,49.0296655684,2.32290103729,DOMONT,95
97306,97360,4.98285747902,-53.6480364932,MANA,973
73303,73400,45.7718876928,6.43266345275,VAL D ISERE,73
33039,33130,44.8016009051,-0.547755768448,BEGLES,33
48193,48400,44.2551348683,3.54353418299,VEBRON,48
27229,27000,49.02015421,1.14164412464,EVREUX,27
33318,33600,44.7915990521,-0.676303166277,PESSAC,33
98735,98714,-17.552056,-149.55886,PAPEETE,987
56069,56590,47.6372394221,-3.4644268016,GROIX,56
29158,29760,47.8121478804,-4.34003367039,PENMARCH,29
62765,62500,50.7679781717,2.26334881482,ST OMER,62
07010,7100,45.2460902392,4.65026947295,ANNONAY,7
74173,74120,45.8401573581,6.62348394015,MEGEVE,74
30341,30600,43.6258468531,4.30597093294,VAUVERT,30
77463,77810,48.4042073432,2.77997290314,THOMERY,77
03190,3000,46.5624641056,3.32662040221,MOULINS,3
02168,2400,49.0564070801,3.38160004843,CHATEAU THIERRY,2
07011,7530,44.7393183247,4.35517589387,ANTRAIGUES,7
38105,38850,45.4166318565,5.556774983,CHIRENS,38
56041,56480,48.1278326906,-3.0634223364,CLEGUEREC,56
44129,44160,47.433636363,-2.09556089039,PONTCHATEAU,44
21584,21210,47.2840306915,4.23192469784,SAULIEU,21
26125,26400,44.758262486,4.97623533568,EURRE,26
29124,29260,48.5801251196,-4.31293757639,LESNEVEN,29
13100,13210,43.7834249015,4.85366665286,ST REMY DE PROVENCE,13
49099,49300,47.0454402992,-0.877886189605,CHOLET,49
50099,50500,49.2963250601,-1.2559215726,CARENTAN LES MARAIS,50
56260,56000,47.6597493766,-2.75714329498,VANNES,56
79174,79500,46.2309583731,-0.147888712984,MELLE,79
16113,16400,45.6096373338,0.109121178707,LA COURONNE,16
37079,37150,47.3394574162,1.04082548728,CIVRAY DE TOURAINE,37
06079,6210,43.5380510468,6.91808936542,MANDELIEU LA NAPOULE,6
97204,97221,14.7110039815,-61.1647565483,CARBET,972
81145,81310,43.8974980421,1.78200143861,LISLE SUR TARN,81
77379,77160,48.5633093312,3.28756780085,PROVINS,77
56153,56361,47.5826411591,-2.33551260645,LE PALAIS,56
86139,86600,46.4377572057,0.114217790925,LUSIGNAN,86
89155,89290,47.7225909756,3.60249190307,ESCOLIVES STE CAMILLE,89
92077,92410,48.8215895592,2.17761311514,VILLE D AVRAY,92
05063,5320,45.0601102401,6.28406977587,LA GRAVE,5
97605,97670,-12.821522233,45.1132970298,CHICONI,976
74236,74170,45.8571864862,6.74016257718,ST GERVAIS LES BAINS,74
62498,62300,50.4374264148,2.82105851259,LENS,62
95428,95160,48.9918643363,2.32119797848,MONTMORENCY,95
70227,70310,47.8319641353,6.5834328372,FAUCOGNEY ET LA MER,70
07324,7300,45.0535734386,4.81493474284,TOURNON SUR RHONE,7
76212,76160,49.4445058359,1.15546994024,DARNETAL,76
94058,94170,48.8423952383,2.50406848573,LE PERREUX SUR MARNE,94
66037,66140,42.6841288047,3.01161744752,CANET EN ROUSSILLON,66
17140,17550,45.9096185439,-1.25750953748,DOLUS D OLERON,17
10387,10000,48.2967099637,4.07827967525,TROYES,10
14715,14360,49.3721246762,0.102123470052,TROUVILLE SUR MER,14
74250,74800,46.063686335,6.37244945345,ST PIERRE EN FAUCIGNY,74
91477,91120,48.7146765876,2.22881488083,PALAISEAU,91
02706,2200,49.3384597812,3.36210276584,SEPTMONTS,2
92002,92160,48.7503412602,2.2993268102,ANTONY,92
63047,63150,45.5796236201,2.7501805247,LA BOURBOULE,63
68332,68720,47.6548634844,7.26381080113,TAGOLSHEIM,68
80670,80540,49.8400277548,2.1143709231,REVELLES,80
55029,55000,48.7642280465,5.16346492169,BAR LE DUC,55
09122,9000,42.9658502274,1.61037495894,FOIX,9
14076,14550,49.2281536645,-0.304322423176,BLAINVILLE SUR ORNE,14
09261,9200,42.9752923045,1.15326595533,ST GIRONS,9
17299,17300,45.9432344536,-0.972356445692,ROCHEFORT,17
10289,10380,48.5851575322,3.98528853809,PLANCY L ABBAYE,10
56158,56890,47.6973490259,-2.83080852214,PLESCOP,56
22153,22510,48.3581980369,-2.63225581837,MONCONTOUR,22
06152,6560,43.628288325,7.02954476696,VALBONNE,6
17373,17220,46.1592023268,-0.967137851085,ST MEDARD D AUNIS,17
81271,81370,43.7589885163,1.68659997767,ST SULPICE LA POINTE,81
32410,32130,43.4935426323,0.934596447621,SAMATAN,32
13053,13370,43.7285832667,5.18297726548,MALLEMORT,13
87110,87520,45.9310728054,1.02303381376,ORADOUR SUR GLANE,87
09032,9110,42.6873576342,1.81825994194,AX LES THERMES,9
43092,43430,44.9856971989,4.21170048593,FAY SUR LIGNON,43
60172,60580,49.1449874027,2.47045856809,COYE LA FORET,60
95203,95600,48.9909940165,2.27800925488,EAUBONNE,95
07019,7200,44.6102127084,4.39638981424,AUBENAS,7
92022,92370,48.8076083562,2.19234061062,CHAVILLE,92
50353,50170,48.6222106276,-1.53309065436,LE MONT ST MICHEL,50
91272,91190,48.6988273634,2.12788365005,GIF SUR YVETTE,91
70279,70100,47.4320889937,5.61070658545,GRAY,70
46072,46310,44.6672951054,1.39090015895,CONCORES,46
17461,17640,45.6448017664,-1.05853577703,VAUX SUR MER,17
18241,18300,47.3256994042,2.82156691385,SANCERRE,18
76592,76170,49.505056753,0.499483150435,ST JEAN DE FOLLEVILLE,76
01343,1380,46.2754005606,4.96757105158,ST CYR SUR MENTHON,1
71009,71550,47.0770713545,4.09241779804,AZE,71
49328,49400,47.2673853525,-0.0830410591988,SAUMUR,49
2B231,20220,42.599340833,8.90040924261,PIGNA,2B
01305,1190,46.4422864477,4.92862459427,PONT DE VAUX,1
87002,87240,45.9534226621,1.39930873296,AMBAZAC,87
06157,6140,43.7384640641,7.10194436087,VENCE,6
45004,45200,47.9867116879,2.78217519303,AMILLY,45
93027,93120,48.9322569546,2.39978064801,LA COURNEUVE,93
29220,29120,47.8654885488,-4.21962319652,PONT L ABBE,29
03064,3320,46.7817092789,2.98716115012,CHATEAU SUR ALLIER,3
64499,64270,43.4683239252,-0.917789447505,SALIES DE BEARN,64
92007,92220,48.7983229866,2.30989995212,BAGNEUX,92
56231,56250,47.6984675237,-2.66583210925,ST NOLFF,56
29103,29800,48.4507528968,-4.2643453824,LANDERNEAU,29
35035,35330,47.9563331223,-1.95993951204,BOVEL,35
93073,93290,48.9784304121,2.55468501543,TREMBLAY EN FRANCE,93
76647,76430,49.5286231796,0.363829451738,ST ROMAIN DE COLBOSC,76
71014,71400,46.945536773,4.31060069532,AUTUN,71
56186,56170,47.4881657518,-3.12282400639,QUIBERON,56
74275,74210,45.8357923857,6.23052089871,TALLOIRES MONTMIN,74
66008,66700,42.5352193463,3.02429862885,ARGELES SUR MER,66
69259,69200,45.7037728826,4.88137668221,VENISSIEUX,69
68359,68700,47.8421539165,7.17527188812,WATTWILLER,68
35115,35300,48.3524697115,-1.19431177241,FOUGERES,35
51454,51100,49.2514906066,4.0402302322,REIMS,51
44210,44570,47.3125328416,-2.20700045585,TRIGNAC,44
12185,12290,44.277717255,2.70931526263,PONT DE SALARS,12
31390,31210,43.0885884936,0.558463262724,MONTREJEAU,31
41127,41210,47.5829832487,1.78891907492,LA MAROLLE EN SOLOGNE,41
84088,84210,43.9960550539,5.03959100234,PERNES LES FONTAINES,84
42313,42130,45.7251404881,4.00078301382,TRELINS,42
33249,33310,44.8765972567,-0.519774925453,LORMONT,33
38253,38860,45.0159885994,6.13818619624,LES DEUX ALPES,38
26141,26400,44.8113617403,5.11358630739,GISORS ET LOZERON,26
17240,17130,45.2880726146,-0.387479585943,MONTENDRE,17
85109,85500,46.8666125813,-1.02216086186,LES HERBIERS,85
94034,94260,48.7571343016,2.32612839743,FRESNES,94
39244,39210,46.7884051607,5.63215279855,FRONTENAY,39
39300,39000,46.6744796278,5.55733212947,LONS LE SAUNIER,39
03118,3800,46.0984192073,3.17790823629,GANNAT,3
41259,41100,47.7859819999,0.970946922736,THORE LA ROCHETTE,41
22113,22300,48.7433496707,-3.46159799691,LANNION,22
47210,47130,44.2605042795,0.374453245526,PORT STE MARIE,47
47157,47200,44.5055176845,0.172174280849,MARMANDE,47
66004,66210,42.5797574108,2.05268528008,LES ANGLES,66
86246,86310,46.5832866024,0.840222181095,ST SAVIN SUR GARTEMPE,86
46120,46250,44.6266225054,1.26418092568,GINDOU,46
01024,1340,46.2861802203,5.1795233845,ATTIGNAT,1
31557,31170,43.5781918597,1.33500697752,TOURNEFEUILLE,31
29210,29420,48.5765978002,-4.02210161181,PLOUVORN,29
82033,82100,44.0490326525,1.12348123121,CASTELSARRASIN,82
44113,44170,47.5728858483,-1.60097664616,NOZAY,44
87014,87250,46.1088644019,1.3601193629,BESSINES SUR GARTEMPE,87
45285,45140,47.9116141172,1.87108144709,ST JEAN DE LA RUELLE,45
44066,44119,47.3606796643,-1.61754475868,GRANDCHAMP DES FONTAINES,44
34032,34500,43.3475883319,3.23076754164,BEZIERS,34
42184,42153,46.0429114311,4.03375590925,RIORGES,42
30138,30980,43.8045117845,4.25533661815,LANGLADE,30
84129,84700,44.0145763951,4.86740515419,SORGUES,84
62477,62690,50.3147014081,2.53156899896,IZEL LES HAMEAUX,62
74243,74160,46.139365545,6.07881171095,ST JULIEN EN GENEVOIS,74
92049,92120,48.8153032159,2.31648921432,MONTROUGE,92
10333,10120,48.2782659904,4.04840305057,ST ANDRE LES VERGERS,10
03312,3430,46.5001110432,2.88222237454,VIEURE,3
38170,38120,45.2540718462,5.66423363739,FONTANIL CORNILLON,38
78616,78770,48.8724624004,1.79780062062,THOIRY,78
33119,33150,44.8548325665,-0.521018807062,CENON,33
94071,94370,48.7656456593,2.5330560803,SUCY EN BRIE,94
67118,67201,48.5790053064,7.68216295597,ECKBOLSHEIM,67
44043,44190,47.097896998,-1.27042598067,CLISSON,44
33537,33730,44.4334139021,-0.324575198234,UZESTE,33
59359,59279,51.0012144614,2.22304802432,LOON PLAGE,59
50267,50430,49.2167143742,-1.52478862014,LESSAY,50
25311,25250,47.3809106703,6.63896940193,LA CUDE HYEMONDANS,25
24164,24160,45.3293054433,1.06217894627,EXCIDEUIL,24
63236,63240,45.5760999131,2.80995918175,MONT DORE,63
34322,34270,43.8020094105,3.86188285063,VALFLAUNES,34
59051,59480,50.5397647046,2.80910290453,LA BASSEE,59
17333,17110,45.6036278448,-0.980098297165,ST GEORGES DE DIDONNE,17
69271,69680,45.7376148968,4.96172914286,CHASSIEU,69
39333,39260,46.4388080084,5.73795329823,MOIRANS EN MONTAGNE,39
60382,60280,49.4329968709,2.8054861143,MARGNY LES COMPIEGNE,60
87107,87510,45.9214559183,1.18018067279,NIEUL,87
27265,27160,48.7942723344,0.838965152911,FRANCHEVILLE,27
68166,68260,47.7889765168,7.32299335222,KINGERSHEIM,68
55545,55100,49.1454831903,5.36141821261,VERDUN,55
15094,15150,44.974801878,2.19344155664,LAROQUEBROU,15
69255,69670,45.7318792519,4.64378667979,VAUGNERAY,69
37208,37550,47.3571561121,0.737544440483,ST AVERTIN,37
92040,92130,48.82347434,2.26449823277,ISSY LES MOULINEAUX,92
06033,6510,43.7850390592,7.18414159904,CARROS,6
24102,24650,45.2100121087,0.655273444534,CHANCELADE,24
83023,83170,43.3992941902,6.07740244296,BRIGNOLES,83
33281,33700,44.8322953289,-0.681733084891,MERIGNAC,33
71149,71490,46.869155076,4.56431598435,COUCHES,71
26146,26230,44.4369175751,4.90180143483,GRIGNAN,26
66212,66440,42.7533924686,3.00860614432,TORREILLES,66
30136,30250,43.7615067362,4.11752159876,JUNAS,30
74119,74500,46.3924102379,6.58612507528,EVIAN LES BAINS,74
22186,22370,48.5840054611,-2.53016887694,PLENEUF VAL ANDRE,22
65295,65120,42.8320053922,0.0163906780322,LUZ ST SAUVEUR,65
42147,42600,45.6008365515,4.0713982073,MONTBRISON,42
56137,56250,47.7315728601,-2.69647257441,MONTERBLANC,56
80565,80260,49.9964398506,2.29571982025,MONTONVILLERS,80
13091,13760,43.6136286667,5.30698257258,ST CANNAT,13
78537,78730,48.5725220079,1.93463847942,ST ARNOULT EN YVELINES,78
84148,84570,44.0660605145,5.25707803023,VILLES SUR AUZON,84
68292,68550,47.887678929,7.04124424443,ST AMARIN,68
33238,33850,44.7191460436,-0.614707683753,LEOGNAN,33
74078,74270,45.9734444894,5.90937510902,CLERMONT,74
85277,85540,46.5034756656,-1.382954206,ST VINCENT SUR GRAON,85
45232,45160,47.8546997503,1.88823884753,OLIVET,45
17318,17590,46.2363966414,-1.53823691013,ST CLEMENT DES BALEINES,17
42224,42660,45.3472458116,4.43132626452,ST GENEST MALIFAUX,42
77131,77120,48.8122991656,3.09124381847,COULOMMIERS,77
35130,35630,48.3018808207,-1.77748405021,HEDE BAZOUGES,35
05085,5100,44.9389932221,6.72778259009,MONTGENEVRE,5
03214,3240,46.4445146062,3.03677199137,ROCLES,3
34145,34400,43.6820481757,4.13566472301,LUNEL,34
60498,60130,49.5081515622,2.4596143307,LE PLESSIER SUR ST JUST,60
13028,13600,43.1926410861,5.61318955778,LA CIOTAT,13
50102,50740,48.749037599,-1.55955935077,CAROLLES,50
33005,33510,44.754520164,-1.08109347037,ANDERNOS LES BAINS,33
40312,40220,43.5367457997,-1.4653189934,TARNOS,40
61214,61300,48.7561549553,0.611126420423,L AIGLE,61
34314,34270,43.7367810666,3.85739515015,LE TRIADOU,34
22050,22100,48.4557709953,-2.04816149693,DINAN,22
17369,17410,46.1990908569,-1.36683779933,ST MARTIN DE RE,17
13046,13850,43.4262029745,5.54685109195,GREASQUE,13
37156,37270,47.3824921367,0.841267944196,MONTLOUIS SUR LOIRE,37
68226,68140,48.0448514207,7.14149744282,MUNSTER,68
