id_commune,codeINSEE,communeINSEE,codePostal,latitude_x,longitude_x,departement,id_lieu,nom_lieu,adresse_lieu,commune,code_INSEE_Lieu,type_lieu,longitude_y,latitude_y
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7257,Parking Comte de La Suze,11 Rue Comte de la Suze. 90000 Belfort,BELFORT,90010,Parking,6.855877,47.635269
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7258,Parking Ddt Sarrail,9 Avenue du Général Sarrail. 90000 Belfort,BELFORT,90010,Parking,6.861383,47.636441
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7259,Parking de L' Arsenal,7 Avenue du Général Sarrail. 90000 Belfort,BELFORT,90010,Parking,6.863244,47.63647
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7260,Parking de L' Epide,Avenue de la Miotte. 90000 Belfort,BELFORT,90010,Parking,6.866757,47.642234
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7261,Parking de La Maison du Peuple,1 Place de la Résistance. 90000 Belfort,BELFORT,90010,Parking,6.85199,47.641406
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7262,Parking de La Résistance,5 Boulevard du Maréchal Joffre. 90000 Belfort,BELFORT,90010,Parking,6.855551,47.641598
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7263,Parking de L'Option Franéaise,2 Rue des Boucheries. 90000 Belfort,BELFORT,90010,Parking,6.862854,47.637362
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7264,Parking des Forges,65 Avenue Jean Moulin. 90000 Belfort,BELFORT,90010,Parking,6.861807,47.651369
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7265,Parking des Impéts,1 Place Révolution Franéaise. 90000 Belfort,BELFORT,90010,Parking,6.86181,47.637397
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7266,Parking des Tanneurs,1 Rue des Tanneurs. 90000 Belfort,BELFORT,90010,Parking,6.863281,47.635451
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7267,Parking du Phare,2 Rue Paul Koepfler. 90000 Belfort,BELFORT,90010,Parking,6.848971,47.639153
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7268,Parking du Quatorze Juillet,16 Rue du 14 Juillet. 90000 Belfort,BELFORT,90010,Parking,6.851805,47.648825
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7269,Parking du Quatre Septembre,6 Rue du 4 Septembre. 90000 Belfort,BELFORT,90010,Parking,6.855941,47.646132
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7270,Parking du Rosemont,10 Rue du Rosemont. 90000 Belfort,BELFORT,90010,Parking,6.864897,47.637611
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7271,Parking Général Sarrail,5 Avenue du Général Sarrail. 90000 Belfort,BELFORT,90010,Parking,6.862116,47.636378
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7272,Parking Houbre - Croix du Tilleul,2a Rue de l'Adjoint Houbre. 90000 Belfort,BELFORT,90010,Parking,6.857244,47.647913
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7273,Parking Janine Bazin,6 Place Jeanine Bazin. 90000 Belfort,BELFORT,90010,Parking,6.86153,47.631178
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7274,Parking Kléber,15 Rue du Général Strolz. 90000 Belfort,BELFORT,90010,Parking,6.856694,47.639536
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7275,Parking Maison de Quartier des Forges,1A Rue de Marseille. 90000 Belfort,BELFORT,90010,Parking,6.864046,47.648963
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7276,Parking Marché Frery,8 Rue de la Cavalerie. 90000 Belfort,BELFORT,90010,Parking,6.861186,47.641106
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7277,Parking Nouvelles Galeries,24 Fbg de France. 90000 Belfort,BELFORT,90010,Parking,6.855841,47.637353
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7278,Parking Place Albert Charles Meyer,Rue d'Aspach. 90000 Belfort,BELFORT,90010,Parking,6.849956,47.643096
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7279,Parking Place de L' Europe,2 Rue de Bellevue. 90000 Belfort,BELFORT,90010,Parking,6.845636,47.634344
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7280,Parking Planétarium,2 Avenue Capt de la Laurencie. 90000 Belfort,BELFORT,90010,Parking,6.864887,47.641018
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7281,Parking Révolution Franéaise,1 Allée de l'Option Franéaise. 90000 Belfort,BELFORT,90010,Parking,6.860615,47.636813
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7282,Parking Rochereau,12 Rue Legrand. 90000 Belfort,BELFORT,90010,Parking,6.859425,47.634254
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7283,Parking Rouget de Lisle,3 Rue Lucie Aubrac. 90000 Belfort,BELFORT,90010,Parking,6.861431,47.645408
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7284,Parking Rue Koepfler,1 Rue Paul Koepfler. 90000 Belfort,BELFORT,90010,Parking,6.849174,47.637736
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7285,Parking Site Fortifié Nord,11 Rue Georges Pompidou. 90000 Belfort,BELFORT,90010,Parking,6.863349,47.639852
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7286,Parking Site Fortifié Nord Cité des Associations,4 Rue Jean Pierre Melville. 90000 Belfort,BELFORT,90010,Parking,6.86632,47.640175
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7287,Parking Théétre,1 Fbg de Montbéliard. 90000 Belfort,BELFORT,90010,Parking,6.858515,47.636209
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7288,Parking Thiers,15 Rue Stractman. 90000 Belfort,BELFORT,90010,Parking,6.855021,47.634569
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7289,Parking Monoprix,8 Rue de la République. 90000 Belfort,BELFORT,90010,Supermarché,6.859637,47.637168
130,90010,BELFORT,90000,47.6471539414,6.84541206237,90,7290,Parking Janet,38 Ter Faubourg de Montbéliard. 90001 Belfort,BELFORT,90010,Parking,6.856395,47.634418
182,83137,TOULON,83200,43.1361589728,5.93239634249,83,6883,Aire de covoiturage de L'Escaillon,L'Escaillon,TOULON,83137,Aire de covoiturage,5.887513,43.128238
182,83137,TOULON,83200,43.1361589728,5.93239634249,83,6884,Aire de covoiturage de Ste Musse,Ste Musse,TOULON,83137,Aire de covoiturage,5.983086,43.129506
186,44067,GUEMENE PENFAO,44290,47.6278891238,-1.83077595154,44,3627,Aire de covoiturage de Guémené-Penfao,11 Rue de L Hétel de ville. 44290 Guémené-Penfao,GUEMENE PENFAO,44067,Aire de covoiturage,-1.834441,47.627505
186,44067,GUEMENE PENFAO,44290,47.6278891238,-1.83077595154,44,3629,Aire de covoiturage de Guémené-Penfao,11 Rue de L Hétel de ville. 44290 Guémené-Penfao,GUEMENE PENFAO,44067,Aire de covoiturage,-1.834441,47.627505
189,69029,BRON,69500,45.7344856902,4.91168159471,69,6278,Hippodrome de Parilly,Parc de Parilly,BRON,69029,Parking,4.9108159,45.7209238
189,69029,BRON,69500,45.7344856902,4.91168159471,69,6279,Parking Espace Albert Camus,Espace Albert Camus,BRON,69029,Parking,4.9167626,45.7267711
189,69029,BRON,69500,45.7344856902,4.91168159471,69,6280,Parking Stade Pierre duboeuf,Stade Pierre Duboeuf,BRON,69029,Parking,4.9040174,45.7415452
201,35168,MAURE DE BRETAGNE,35330,47.8971012974,-1.99867854689,35,2499,Parking Bellevue,Bellevue,MAURE DE BRETAGNE,35168,Parking,-1.991111334,47.908538
202,44015,BLAIN,44130,47.4628210409,-1.76789479614,44,3509,Champ de Foire (Place Joalland de Clerville),Place Jollan de Clerville. 44130 Blain,BLAIN,44015,Parking,-1.761498,47.47527
202,44015,BLAIN,44130,47.4628210409,-1.76789479614,44,3510,E.Leclerc,4B Route de l'Isac. 44130 Blain,BLAIN,44015,Supermarché,-1.7541,47.475357
202,44015,BLAIN,44130,47.4628210409,-1.76789479614,44,3511,Super U,27 Route de l'Isac. 44130 Blain,BLAIN,44015,Supermarché,-1.74733,47.472757
202,44015,BLAIN,44130,47.4628210409,-1.76789479614,44,3512,Super U,27 Route de l'Isac. 44130 Blain,BLAIN,44015,Supermarché,-1.74733,47.472757
202,44015,BLAIN,44130,47.4628210409,-1.76789479614,44,3513,Champ de Foire (Place Joalland de Clerville),Place Jollan de Clerville. 44130 Blain,BLAIN,44015,Parking,-1.761498,47.47527
202,44015,BLAIN,44130,47.4628210409,-1.76789479614,44,3514,E.Leclerc,4B Route de l'Isac. 44130 Blain,BLAIN,44015,Supermarché,-1.7541,47.475357
205,47252,STE LIVRADE SUR LOT,47110,44.4058755457,0.599870593015,47,4300,Aire de covoiturage de Sainte-Livrade-sur-Lot,Au Niveau Rond-Point De La Zone De Nombel (D911 - D113).,STE LIVRADE SUR LOT,47252,Aire de covoiturage,0.581513,44.391129
206,33236,LEGE CAP FERRET,33950,44.7609440223,-1.19293697437,33,1992,Parking Avenue de La Gare,D3,LEGE CAP FERRET,33236,Parking,-1.145753,44.795933
222,12208,ST AFFRIQUE,12400,43.9656694471,2.86653125625,12,677,Aire du Dolmen,Croisement RD 250,ST AFFRIQUE,12208,Parking,2.935273,43.989919
231,69205,ST GENIS LES OLLIERES,69290,45.7610551042,4.72602177608,69,6355,Parking du Cimetiére,Cimetiére,ST GENIS LES OLLIERES,69205,Parking,4.7358403,45.7571357
231,69205,ST GENIS LES OLLIERES,69290,45.7610551042,4.72602177608,69,6356,Parking du Stade,Stade,ST GENIS LES OLLIERES,69205,Parking,4.729648,45.7675244
231,69205,ST GENIS LES OLLIERES,69290,45.7610551042,4.72602177608,69,6357,Parking Mérieux,Avenue Marcel Mérieux,ST GENIS LES OLLIERES,69205,Parking,4.727685,45.7597481
235,40230,PONTONX SUR L ADOUR,40465,43.7980252651,-0.940526888731,40,3325,Parking de Lahitte sud,Route d'Ossens. 40465 Pontonx-sur-l'Adour,PONTONX SUR L ADOUR,40230,Parking,-0.960611,43.767694
238,33140,CREON,33670,44.770425384,-0.343606134456,33,1977,Parking Carrefour Market Créon,D671,CREON,33140,Parking,-0.336403,44.772167
256,35220,PIRE SUR SEICHE,35150,48.0111877546,-1.42837195377,35,2528,Parking du Ballon,Le Ballon,PIRE SUR SEICHE,35220,Parking,-1.39939148,48.02366769
264,17415,SAINTES,17100,45.7422300162,-0.649623035643,17,1148,Aire de covoiturage de Saintes Brélerie,12 Boulevard de Vladimir. 17100 Saintes,SAINTES,17415,Aire de covoiturage,-0.651492,45.755558
264,17415,SAINTES,17100,45.7422300162,-0.649623035643,17,1149,Aire de covoiturage de Saintes Charrier,17 Avenue de Gemozac. 17100 Saintes,SAINTES,17415,Aire de covoiturage,-0.644085,45.720022
264,17415,SAINTES,17100,45.7422300162,-0.649623035643,17,1150,Aire de covoiturage de Saintes Vécherons,1 Rue des Vacherons. 17100 Saintes,SAINTES,17415,Aire de covoiturage,-0.661153,45.757095
265,45146,LA FERTE ST AUBIN,45240,47.7119750833,1.92714666074,45,4133,Aire de covoiturage de La Ferte Saint Aubin,141 Rue Général Leclerc. 45240 La Ferté-Saint-Aubin,LA FERTE ST AUBIN,45146,Aire de covoiturage,1.941074423,47.716857
266,59090,BONDUES,59910,50.7096656233,3.09529083038,59,4813,Le Fort,"Chemin de la Chapelle Lacroix, 59910 Bondues",BONDUES,59090,Parking,3.0881945409,50.6934782332
272,25512,LE RUSSEY,25210,47.1549185878,6.73440290446,25,1364,Centre-Ville-Clémenceau,5 Rue Clemenceau. 25210 Le Russey,LE RUSSEY,25512,Parking,6.73146,47.16191
272,25512,LE RUSSEY,25210,47.1549185878,6.73440290446,25,1365,Stade,4 Rue du Stade. 25210 Le Russey,LE RUSSEY,25512,Parking,6.71983,47.15692
274,33523,TARGON,33760,44.7345410468,-0.267821650496,33,2048,Parking Cimetiére,D11,TARGON,33523,Parking,-0.265592,44.73805
278,11069,CARCASSONNE,11000,43.2093798444,2.34398855385,11,484,Aire de covoiturage du Rond-Point George Pompidou,D6113,CARCASSONNE,11069,Aire de covoiturage,2.33082,43.22703
281,2A004,AJACCIO,20167,41.9347926638,8.70132275974,2A,1748,A Confina,Lieu-dit Stagnacciu (Croisement RT22 - RD31),AJACCIO,2A004,Supermarché,8.783403,41.9523692
281,2A004,AJACCIO,20167,41.9347926638,8.70132275974,2A,1749,Geant,Route de Mezzavia,AJACCIO,2A004,Supermarché,8.774718,41.9502667
281,2A004,AJACCIO,20167,41.9347926638,8.70132275974,2A,1750,Socordis,Croisement RT20 - RT21 - RT40,AJACCIO,2A004,Aire de covoiturage,8.801744,41.9307942
281,2A004,AJACCIO,20167,41.9347926638,8.70132275974,2A,1751,Station-service BP,Route du Ricanto. Croisement RT21 - RD503,AJACCIO,2A004,Supermarché,8.761640007,41.92940226
281,2A004,AJACCIO,20167,41.9347926638,8.70132275974,2A,1752,Halte ferroviaires des Salines,Boulevard Charles Bonaparte,AJACCIO,2A004,Parking relais,8.751108031,41.9338384
281,2A004,AJACCIO,20167,41.9347926638,8.70132275974,2A,1753,U Cimiteriu - Cimetiere,Route des Sanguinaires,AJACCIO,2A004,Parking relais,8.703146,41.9079983
286,32256,MIRANDE,32300,43.5186713962,0.410792361049,32,1922,Aire de covoiturage Etrigny,aire de pique-nique en face du garage Citro,MIRANDE,32256,Aire de covoiturage,0.409371294,43.5155078
293,51183,COURCY,51220,49.3196081983,4.0061261454,51,4475,Aire de Cambernon - les Nesliéres,La Hastonniére 50200 Courcy,COURCY,50145,Parking,-1.390581,49.066365
294,7349,LA VOULTE SUR RHONE,7800,44.8015403943,4.78018830634,7,198,Parking Salle des fétes,1005-2 Rue René Cassin. 07800 La Voulte-sur-Rhéne,LA VOULTE SUR RHONE,07349,Parking,4.785377,44.802728
298,26108,CREST,26400,44.7335665907,5.0221758413,26,1396,Aire de covoiturage de La Saleine,La Croix de Romans .. 26400 Crest,CREST,26108,Aire de covoiturage,5.005335,44.740147
298,26108,CREST,26400,44.7335665907,5.0221758413,26,1397,Aire de covoiturage de St-Ferréol,D164. 26400 Crest,CREST,26108,Aire de covoiturage,5.026365,44.720135
298,26108,CREST,26400,44.7335665907,5.0221758413,26,1398,Aire de covoiturage des Blaches,D104. 26400 Crest,CREST,26108,Aire de covoiturage,4.997832,44.720405
306,29232,QUIMPER,29000,47.9971425162,-4.09111944455,29,1734,Aire de covoiturage Kernevez,279 Route de Douarnenez. 29000 Quimper,QUIMPER,29232,Aire de covoiturage,-4.147025891,47.99975802
306,29232,QUIMPER,29000,47.9971425162,-4.09111944455,29,1735,Aire de covoiturage Park Poullic,1 D770. 29000 Quimper,QUIMPER,29232,Aire de covoiturage,-4.08346776,48.03075507
306,29232,QUIMPER,29000,47.9971425162,-4.09111944455,29,1736,Aire de covoiturage Troyalac'H,494 Route de Rosporden. 29000 Quimper,QUIMPER,29232,Aire de covoiturage,-4.015627955,47.97957429
323,54431,PONT A MOUSSON,54700,48.9219828048,6.05392690748,54,4672,Campanile Pont-é-Mousson,ZA De Lesmenils. Grand Pré. 54700 Pont-é-Mousson,PONT A MOUSSON,54431,Parking,6.109868,48.9342981
325,66088,ILLE SUR TET,66130,42.6774223178,2.61639804475,66,6042,Aire Multimodale Ille-Sur-Tét,esplanade de la gare,ILLE SUR TET,66088,Aire de covoiturage,2.623839,42.668167
331,35093,DINARD,35800,48.6241805945,-2.0619828606,35,2430,Parking du Cimetiére,Rue des Elfes,DINARD,35093,Parking,-2.059937,48.620165
331,35093,DINARD,35800,48.6241805945,-2.0619828606,35,2431,Rue des Elfes,Rue des Elfes,DINARD,35093,Aire de covoiturage,-2.05993700011187,48.6201650826191
335,35360,VITRE,35500,48.1140815063,-1.19370720718,35,2612,Parc D'Activités La Baratiére,PA La Baratiére,VITRE,35360,Parking,-1.216062333,48.10949833
341,44077,JOUE SUR ERDRE,44440,47.5092437538,-1.42943494948,44,3651,Salle de L'Auviniére,496 Rue du Bocage. 44440 Joué-sur-Erdre,JOUE SUR ERDRE,44077,Parking,-1.413406,47.495792
341,44077,JOUE SUR ERDRE,44440,47.5092437538,-1.42943494948,44,3652,Place André Mazureau,Place André Mazureau. 44440 Joué-sur-Erdre,JOUE SUR ERDRE,44077,Parking,-1.419779,47.495843
341,44077,JOUE SUR ERDRE,44440,47.5092437538,-1.42943494948,44,3653,Salle de L'Auviniére,496 Rue du Bocage. 44440 Joué-sur-Erdre,JOUE SUR ERDRE,44077,Parking,-1.413406,47.495792
341,44077,JOUE SUR ERDRE,44440,47.5092437538,-1.42943494948,44,3654,Place André Mazureau,Place André Mazureau. 44440 Joué-sur-Erdre,JOUE SUR ERDRE,44077,Parking,-1.419779,47.495843
344,46118,GIGNAC,46600,44.9899523314,1.46272754104,46,2144,Aire de covoiturage de Gignac,D32. 34150 Gignac,GIGNAC,34114,Aire de covoiturage,3.544436,43.64683
349,79195,NUEIL LES AUBIERS,79250,46.9403172404,-0.596385417876,79,6689,Parking de La Croix de Bel Air,Echangeur RN249 RD33,NUEIL LES AUBIERS,79195,Aire de covoiturage,-0.63127,46.898262
350,26114,DIEULEFIT,26220,44.5310329912,5.06528375642,26,1400,Parking de la distillerie,8 Rue de la Distillerie,DIEULEFIT,26114,Parking,5.070451,44.520508
351,52448,ST DIZIER,52100,48.6280100668,4.94923523578,52,4541,Parking Chéne Saint-Amand,Avenue du Chéne Saint-Amand,ST DIZIER,52448,Parking,4.966997222,48.62530278
351,52448,ST DIZIER,52100,48.6280100668,4.94923523578,52,4542,"Parking privé du ""Relais des Nations""",58 Avenue Roger Salengro,ST DIZIER,52448,Parking,4.917966667,48.64016389
351,52448,ST DIZIER,52100,48.6280100668,4.94923523578,52,4543,Parking Stade Charles Jacquin,Rue André Chenier,ST DIZIER,52448,Parking,4.947855556,48.62648611
351,52448,ST DIZIER,52100,48.6280100668,4.94923523578,52,4544,Parking Timbaud,Avenue Jean-Pierre Timbaud,ST DIZIER,52448,Parking,4.990825,48.625025
355,30028,BAGNOLS SUR CEZE,30200,44.1622496736,4.62477380854,30,1806,Parking de la Céze,Chemin de la petite Céze,BAGNOLS SUR CEZE,30028,Parking,4.620404,44.16839
357,38053,BOURGOIN JALLIEU,38300,45.6022027954,5.27393762111,38,2872,Parking covoiturage La Grive,14 chemin des marais A43,BOURGOIN JALLIEU,38053,Parking,5.2332257,45.602524
359,91363,MARCOUSSIS,91460,48.6463321888,2.20621393661,91,7501,Parc des Célestins,26 Rue Eugéne Moutard Martin,MARCOUSSIS,91363,Parking,2.225626,48.641049
359,91363,MARCOUSSIS,91460,48.6463321888,2.20621393661,91,7502,Parking du Stade de L'étang Neuf,Rue des Vieux Gagnons,MARCOUSSIS,91363,Parking,2.240682,48.637919
367,85191,LA ROCHE SUR YON,85000,46.6675261644,-1.4077954093,85,7105,Aire de covoiturage de Bel Air,D746. 85000 La Roche-sur-Yon,LA ROCHE SUR YON,85191,Aire de covoiturage,-1.396,46.6366
367,85191,LA ROCHE SUR YON,85000,46.6675261644,-1.4077954093,85,7106,Aire de covoiturage de La Roche Sur Yon - Est,D948. 85000 La Roche-sur-Yon,LA ROCHE SUR YON,85191,Aire de covoiturage,-1.3583,46.6716
367,85191,LA ROCHE SUR YON,85000,46.6675261644,-1.4077954093,85,7107,Aire de covoiturage de L'Atlantique,31 Rue de l'Atlantique. 85000 La Roche-sur-Yon,LA ROCHE SUR YON,85191,Aire de covoiturage,-1.4475,46.6847
367,85191,LA ROCHE SUR YON,85000,46.6675261644,-1.4077954093,85,7108,Aire de covoiturage de Bel Air,D746. 85000 La Roche-sur-Yon,LA ROCHE SUR YON,85191,Aire de covoiturage,-1.396,46.6366
367,85191,LA ROCHE SUR YON,85000,46.6675261644,-1.4077954093,85,7109,Aire de covoiturage de L'Atlantique,31 Rue de l'Atlantique. 85000 La Roche-sur-Yon,LA ROCHE SUR YON,85191,Aire de covoiturage,-1.4475,46.6847
367,85191,LA ROCHE SUR YON,85000,46.6675261644,-1.4077954093,85,7110,Aire de covoiturage de La Roche Sur Yon - Est,D948. 85000 La Roche-sur-Yon,LA ROCHE SUR YON,85191,Aire de covoiturage,-1.3583,46.6716
369,7204,ST AGREVE,7320,45.0052980637,4.41285687419,7,180,Parking du rond point D120,D120. 07320 Saint-Agréve,ST AGREVE,07204,Parking,4.401874,45.006689
370,44143,REZE,44400,47.1762338904,-1.54966399893,44,3845,Port de Trentemoult,Allée Claude Choémet,REZE,44143,Aire de covoiturage,-1.578377893,47.1955773
370,44143,REZE,44400,47.1762338904,-1.54966399893,44,3846,P+R Navibus Trentemoult-Dépét,Rue Ordronneau,REZE,44143,Parking relais,-1.580687693,47.19196499
370,44143,REZE,44400,47.1762338904,-1.54966399893,44,3847,P+R Navibus Trentemoult-Roquios,Quai Surcouf,REZE,44143,Parking relais,-1.577783939,47.19525251
370,44143,REZE,44400,47.1762338904,-1.54966399893,44,3848,P+R Tramway 8 Mai,Avenue André Malraux,REZE,44143,Parking relais,-1.551439457,47.19003375
370,44143,REZE,44400,47.1762338904,-1.54966399893,44,3849,P+R Tramway Trocardiére,Avenue Léon Blum,REZE,44143,Parking relais,-1.571095596,47.18329275
370,44143,REZE,44400,47.1762338904,-1.54966399893,44,3850,Maison de La Sévre,7 Boulevard Mendés France. 44400 Rezé,REZE,44143,Parking,-1.529599,47.177652
370,44143,REZE,44400,47.1762338904,-1.54966399893,44,3851,Port de Trentemoult,Allée Claude Choémet,REZE,44143,Aire de covoiturage,-1.578377893,47.1955773
370,44143,REZE,44400,47.1762338904,-1.54966399893,44,3852,P+R Tramway Trocardiére,Avenue Léon Blum,REZE,44143,Parking relais,-1.571095596,47.18329275
370,44143,REZE,44400,47.1762338904,-1.54966399893,44,3853,P+R Navibus Trentemoult-Dépét,Rue Ordronneau,REZE,44143,Parking relais,-1.580687693,47.19196499
370,44143,REZE,44400,47.1762338904,-1.54966399893,44,3854,P+R Navibus Trentemoult-Roquios,Quai Surcouf,REZE,44143,Parking relais,-1.577783939,47.19525251
370,44143,REZE,44400,47.1762338904,-1.54966399893,44,3855,P+R Tramway 8 Mai,Avenue André Malraux,REZE,44143,Parking relais,-1.551439457,47.19003375
370,44143,REZE,44400,47.1762338904,-1.54966399893,44,3856,Maison de La Sévre,7 Boulevard Mendés France. 44400 Rezé,REZE,44143,Parking,-1.529599,47.177652
372,17306,ROYAN,17200,45.6346574238,-1.01791403375,17,1077,Aire de covoiturage de Royan Belmont,Ave. Louis Boucher. 17200 Royan,ROYAN,17306,Aire de covoiturage,-1.000643,45.625212
374,17300,LA ROCHELLE,17000,46.1620643972,-1.17465702836,17,1076,Aire de covoiturage de La Rochelle Belvédére,D21. 17000 La Rochelle,LA ROCHELLE,17300,Aire de covoiturage,-1.218497,46.174284
375,33417,STE HELENE,33480,44.9726615806,-0.913525242529,33,2035,Parking du Stade,D104,STE HELENE,33417,Parking,-0.88581,44.965635
376,91132,CHAMARANDE,91730,48.5167739657,2.21800082924,91,7365,Leader Price,RN 20,CHAMARANDE,91132,Supermarché,2.206646,48.525225
379,18279,VIERZON,18100,47.2368836077,2.0790757049,18,1191,Parking de covoiturage de Vierzon Est,A71 Sortie 6 Vierzon Est,VIERZON,18279,Aire de covoiturage,2.117144,47.213675
387,85155,MOUILLERON LE CAPTIF,85000,46.7104764993,-1.46129661418,85,7073,Aire de covoiturage de La Douve,D948. 85000 Mouilleron-le-Captif,MOUILLERON LE CAPTIF,85155,Aire de covoiturage,-1.4957,46.7002
387,85155,MOUILLERON LE CAPTIF,85000,46.7104764993,-1.46129661418,85,7074,Aire de covoiturage de La Douve,D948. 85000 Mouilleron-le-Captif,MOUILLERON LE CAPTIF,85155,Aire de covoiturage,-1.4957,46.7002
388,45142,FAY AUX LOGES,45450,47.9326007256,2.16025043268,45,4116,Aire de covoiturage Zac des Loges,50 Rue Bernard de la Rochefoucauld. 45450 Fay-aux-Loges,FAY AUX LOGES,45142,Aire de covoiturage,2.135969036,47.90917392
390,80685,ROYE,80700,49.6936899931,2.78868757676,80,6760,Covoiturage SANEF Roye,A1 Sortie 12,ROYE,80685,Sortie d'autoroute,2.770115,49.707078
393,29027,CHATEAUNEUF DU FAOU,29520,48.1889732859,-3.82126129764,29,1689,Aire de covoiturage Kroas Lesneven,78 ZI de Kroaz Lesneven. 29520 Chéteauneuf-du-Faou,CHATEAUNEUF DU FAOU,29027,Aire de covoiturage,-3.822061995,48.20233433
396,44103,MONTOIR DE BRETAGNE,44550,47.3232368527,-2.1467366036,44,3701,Aire de covoiturage de Montoir-De-Bretagne,1 Rue Anatole France. 44550 Montoir-de-Bretagne,MONTOIR DE BRETAGNE,44103,Aire de covoiturage,-2.176613,47.30189
396,44103,MONTOIR DE BRETAGNE,44550,47.3232368527,-2.1467366036,44,3702,Aire de covoiturage de Montoir-De-Bretagne,1 Rue Anatole France. 44550 Montoir-de-Bretagne,MONTOIR DE BRETAGNE,44103,Aire de covoiturage,-2.176613,47.30189
398,10018,AUXON,10130,48.0923181622,3.92346188322,10,459,Parking covoiturage D0374,D0374,AUXON,10018,Parking,3.9183815,48.1031225
413,26064,CHABEUIL,26120,44.9082255842,5.00743034189,26,1384,Aire de covoiturage de Chabeuil,5 Route de Malissard. 26120 Chabeuil,CHABEUIL,26064,Aire de covoiturage,5.008214,44.902857
424,14762,VIRE NORMANDIE,14500,48.8512498219,-0.889601911342,14,798,Parking é cété du Campanile Vire,D55B,VIRE NORMANDIE,14762,Parking,-0.869746025,48.86725299
429,4070,DIGNE LES BAINS,4000,44.0908723554,6.23590323452,4,132,Parking Décathlon Route de Marseille,5 Route de Marseille. 04000 Digne-les-Bains,DIGNE LES BAINS,04070,Parking,6.17887,44.069529
430,79057,BRIOUX SUR BOUTONNE,79170,46.1418337503,-0.218953610699,79,6657,Parking Mine D'Or Croisement D740 D950,Croisement D740 D950,BRIOUX SUR BOUTONNE,79057,Parking,-0.210812,46.152727
444,35145,LANGON,35660,47.733471612,-1.87194975237,35,1990,Parking de covoiturage de Langon,A62 Sortie 3 Langon,LANGON,33227,Aire de covoiturage,-0.262484,44.544782
451,63040,BILLOM,63160,45.7251184657,3.32304115809,63,5805,Parking Salle du Moulin de L'étang,Avenue de la République. 63160 Billom,BILLOM,63040,Parking,3.332541546,45.72338659
452,44215,VERTOU,44120,47.1603732625,-1.47052291749,44,3985,P+R Busway Maraéchers,Rue de la Grand' Maison,VERTOU,44215,Parking relais,-1.510674207,47.18516902
452,44215,VERTOU,44120,47.1603732625,-1.47052291749,44,3986,P+R Busway Porte de Vertou,Boulevard Auguste Priou,VERTOU,44215,Parking relais,-1.505160184,47.1801753
452,44215,VERTOU,44120,47.1603732625,-1.47052291749,44,3987,P+R Busway Porte de Vertou,Boulevard Auguste Priou,VERTOU,44215,Parking relais,-1.505160184,47.1801753
452,44215,VERTOU,44120,47.1603732625,-1.47052291749,44,3988,P+R Busway Maraéchers,Rue de la Grand' Maison,VERTOU,44215,Parking relais,-1.510674207,47.18516902
454,2408,LAON,2000,49.5679724897,3.62089561902,2,68,Covoiturage SANEF Laon,A26 Sortie 13,LAON,02408,Sortie d'autoroute,3.663693,49.606902
455,3102,DOMPIERRE SUR BESBRE,3290,46.5305895294,3.67644076991,3,81,Parking Thomassots,Les Thomassots,DOMPIERRE SUR BESBRE,03102,Parking,3.68849384,46.51791574
468,63003,AMBERT,63600,45.5557839461,3.75625356567,63,5794,Parking Rue St Pierre,5 Rue Saint-Pierre. 63600 Ambert,AMBERT,63003,Parking,3.728722699,45.54739284
