codeINSEE,communeINSEE,codePostal,latitude,longitude,departement
35145,LANGON,35660,47.733471612,-1.87194975237,35
94073,THAIS,94320,48.7607841928,2.38537729524,94
54581,VILLE SUR YRON,54800,49.1209779475,5.87272709272,54
34209,PORTIRAGNES,34420,43.301736727,3.3476310741,34
85025,LA BOISSIERE DE MONTAIGU,85600,46.9451858636,-1.1916392484,85
91587,SAULX LES CHARTREUX,91160,48.6850264714,2.26634749221,91
34343,VIOLS LE FORT,34380,43.7367573026,3.69220324597,34
63040,BILLOM,63160,45.7251184657,3.32304115809,63
44215,VERTOU,44120,47.1603732625,-1.47052291749,44
36143,NOHANT VIC,36400,46.6401357121,1.95677952761,36
02408,LAON,2000,49.5679724897,3.62089561902,2
03102,DOMPIERRE SUR BESBRE,3290,46.5305895294,3.67644076991,3
62108,BERCK,62600,50.4141574341,1.58229663833,62
51391,MUIZON,51140,49.2724383199,3.88749263388,51
71137,CLUNY,71250,46.4303628582,4.67033276327,71
77034,BLANDY LES TOURS,77720,48.5601991238,2.79501080828,77
57511,NORROY LE VENEUR,57140,49.179562869,6.11099249211,57
16015,ANGOULEME,16000,45.6472585146,0.14514490683,16
83139,TOURTOUR,83690,43.5935800875,6.310682972,83
17380,ST PALAIS SUR MER,17420,45.6579754062,-1.10115118709,17
34003,AGDE,34300,43.309129116,3.48447903133,34
01007,AMBRONAY,1500,46.0055913782,5.35760660735,1
65009,ANERES,65150,43.0760669312,0.464444450073,65
93029,DRANCY,93700,48.9234246259,2.44492688692,93
63003,AMBERT,63600,45.5557839461,3.75625356567,63
64122,BIARRITZ,64200,43.4695847227,-1.55309857519,64
49200,LONGUENEE EN ANJOU,49770,47.5607664036,-0.683468497352,49
85290,THIRÉ,85210,46.5433098199,-1.00699777534,85
60414,MONTATAIRE,60160,49.2632645948,2.43135724334,60
95039,AUVERS SUR OISE,95430,49.0803858577,2.15488070885,95
56009,BANGOR,56360,47.313014109,-3.1920046614,56
83132,SOLLIES VILLE,83210,43.1784166306,6.01726722545,83
87011,BELLAC,87300,46.1049122554,1.04116467219,87
84089,PERTUIS,84120,43.6872357464,5.52052480281,84
22008,BOBITAL,22100,48.4144897659,-2.09704568121,22
66025,BOURG MADAME,66760,42.4379971277,1.96090815348,66
22166,PENVENAN,22710,48.816014407,-3.30224745841,22
05153,ST MICHEL DE CHAILLOL,5260,44.6888900905,6.16982010891,5
41034,CHAMBORD,41250,47.6160275858,1.54153082337,41
29046,DOUARNENEZ,29100,48.0806526556,-4.32784220122,29
73054,BOURG ST MAURICE,73700,45.6647980545,6.76637903907,73
16106,CONFOLENS,16500,46.0191386034,0.658522279035,16
85076,CUGAND,85610,47.0602388146,-1.25289811103,85
31157,CUGNAUX,31270,43.5449211242,1.34286223759,31
31022,AUCAMVILLE,31140,43.6713968117,1.42370910767,31
92062,PUTEAUX,92800,48.8837094969,2.23834178314,92
97128,STE ANNE,97180,16.2572300868,-61.3874730054,971
34336,VILLENEUVE LES BEZIERS,34500,43.3172489997,3.28958494349,34
02381,HIRSON,2500,49.9426458618,4.10483732841,2
47074,COUTHURES SUR GARONNE,47180,44.5203730714,0.068285349184,47
80001,ABBEVILLE,80100,50.1083582944,1.83209170207,80
78073,BOIS D ARCY,78390,48.8044185716,2.01911294303,78
38191,HUEZ,38750,45.0969425761,6.08474810987,38
30085,COLLIAS,30210,43.9490522277,4.47176606244,30
22168,PERROS GUIREC,22700,48.8094393417,-3.46769227891,22
43048,LA CHAISE DIEU,43160,45.3187166909,3.69286458356,43
58145,LORMES,58140,47.2894645643,3.82491613793,58
03185,MONTLUCON,3100,46.3385883496,2.60390499777,3
62160,BOULOGNE SUR MER,62200,50.7271332663,1.60756334802,62
36088,ISSOUDUN,36100,46.9489390293,2.00053790133,36
29109,LANDUNVEZ,29840,48.5343990673,-4.72936031932,29
17224,MATHA,17160,45.8637317103,-0.314996278369,17
25380,METABIEF,25370,46.7648830862,6.35324497812,25
40005,ARBOUCAVE,40320,43.6059261585,-0.44174435794,40
01427,TREVOUX,1600,45.940671655,4.7714415007,1
22119,LANVELLEC,22420,48.6072769742,-3.52795086821,22
77186,FONTAINEBLEAU,77300,48.4066856508,2.68031396389,77
13021,CARRY LE ROUET,13620,43.3427663021,5.15373765817,13
29155,OUESSANT,29242,48.4601042319,-5.08534533544,29
16225,MONTEMBOEUF,16310,45.7738787675,0.551136998408,16
45338,VILLEMANDEUR,45700,47.9830187489,2.70512428321,45
92071,SCEAUX,92330,48.776816369,2.29529414514,92
59009,VILLENEUVE D ASCQ,59491,50.6324372393,3.1535257221,59
94041,IVRY SUR SEINE,94200,48.8128063812,2.38778023612,94
13056,MARTIGUES,13117,43.3798920489,5.04945402314,13
24291,MONTIGNAC,24290,45.0627368774,1.15422675286,24
68269,RIBEAUVILLE,68150,48.2065139236,7.28672468283,68
02684,ST MICHEL,2830,49.9259700696,4.15288229364,2
77123,COMPANS,77290,48.9892298685,2.6561103822,77
37337,VILLENEUVE LES MAGUELONE,37750,nan,nan,34
06083,MENTON,6500,43.7908233727,7.49365612374,6
83129,SIX FOURS LES PLAGES,83140,43.086818602,5.82924464931,83
2B043,BRANDO,20222,42.7792996993,9.45029993821,20
39478,ST CLAUDE,39200,46.408600398,5.87556247635,39
94073,THIAIS,94320,48.7607841928,2.38537729524,94
84031,CARPENTRAS,84200,44.0593802565,5.06134844776,84
83088,NEOULES,83136,43.2945310996,6.02592739077,83
63255,NONETTE ORSONNETTE,63340,45.4846982805,3.28374300124,63
2A139,LECCI,20137,41.6654830708,9.31906773443,20
94033,FONTENAY SOUS BOIS,94120,48.8511046382,2.47395409774,94
77359,PERTHES,77930,48.479730606,2.55038052003,77
85240,ST MALO DU BOIS,85590,46.9248120291,-0.914182961099,85
81217,PUYCELSI,81140,43.9765161784,1.70709054548,81
83055,FAYENCE,83440,43.6103345822,6.67843279926,83
83101,RAMATUELLE,83350,43.2186126186,6.63754734174,83
84099,ROBION,84440,43.8519678718,5.11008684319,84
46240,ROCAMADOUR,46500,44.8148525753,1.62220346544,46
72264,SABLE SUR SARTHE,72300,47.8378265007,-0.354705885665,72
46251,ST CERE,46400,44.8531827667,1.89258045388,46
45315,SULLY SUR LOIRE,45600,47.7526229305,2.35647713689,45
73093,LA COTE D AIME,73210,45.6105383975,6.66721481397,73
34157,MEZE,34140,43.4292981138,3.57774572973,34
46102,FIGEAC,46100,44.6055314625,2.02540303775,46
85163,NOIRMOUTIER EN L ILE,85330,47.0086655085,-2.26243620205,85
45234,ORLEANS,45100,47.8828634214,1.91610357477,45
44132,PORNICHET,44380,47.2615791665,-2.31415650821,44
36006,ARGENTON SUR CREUSE,36200,46.5787862593,1.4926283101,36
19059,CONCEZE,19350,45.3604032352,1.33771562463,19
22046,ST GOUENO,22330,48.2937312654,-2.52246803693,22
33514,SOULAC SUR MER,33780,45.493296382,-1.10918123147,33
01160,FERNEY VOLTAIRE,1210,46.2519789243,6.10826403805,1
88346,LA PETITE RAON,88210,48.4194366522,6.99291726168,88
30339,VALLERAUGUE,30570,44.0875534961,3.61946476562,30
85008,AUBIGNY LES CLOUZEAUX,85430,46.6028241769,-1.46743549114,85
22274,ST ANDRE DES EAUX,22630,48.3731003808,-2.01421441815,22
59178,DOUAI,59500,50.3823195335,3.09145683114,59
41220,ST LAURENT NOUAN,41220,47.709174366,1.62466277515,41
95352,LUZARCHES,95270,49.1151211125,2.44082640954,95
84003,APT,84400,43.879393265,5.38921757843,84
93006,BAGNOLET,93170,48.8690836308,2.42274096688,93
33165,FARGUES ST HILAIRE,33370,44.819815277,-0.439992385579,33
31042,LUCHON,31110,42.736147731,0.626640395614,31
17434,SURGERES,17700,46.1044773827,-0.753715269757,17
29039,CONCARNEAU,29900,47.8966260003,-3.90716871821,29
60159,COMPIEGNE,60200,49.3990601478,2.85317249363,60
55272,LAIMONT,55800,48.8425240872,5.04206568758,55
33262,MACAU,33460,45.004972156,-0.612661871132,33
83118,ST RAPHAEL,83700,43.4574625431,6.84734210398,83
37231,ST PATERNE RACAN,37370,47.5816905056,0.466637692187,37
86165,MONTMORILLON,86500,46.4263978846,0.895458347632,86
53250,ST POIX,53540,47.9663369335,-1.04358876565,53
83072,LORGUES,83510,43.4814630298,6.35892744946,83
47238,ST ANTOINE DE FICALBA,47340,44.1868209409,0.516380488388,47
25388,MONTBELIARD,25200,47.5155169816,6.79148147353,25
37204,ROUZIERS DE TOURAINE,37360,47.5311263676,0.647449146554,37
31026,AURIAC SUR VENDINELLE,31460,43.519408834,1.82440314638,31
92073,SURESNES,92150,48.8698479132,2.21965517625,92
84081,MORIERES LES AVIGNON,84310,43.9337788848,4.90875878315,84
82112,MOISSAC,82200,44.1262518079,1.09834758014,82
62604,HARDELOT,62152,50.6171328385,1.61729338887,62
92014,BOURG LA REINE,92340,48.7799073627,2.31643010763,92
38548,VILLARD DE LANS,38250,45.0600847837,5.54420891959,38
01450,VILLIEU-LOYES-MOLLON,1800,45.932014998,5.22953071636,1
76217,DIEPPE,76200,49.9222503951,1.08681168449,76
63178,ISSOIRE,63500,45.5455577894,3.24499324643,63
77441,SAMOIS SUR SEINE,77920,48.4550515717,2.75291155262,77
48027,LE BLEYMARD,48190,44.5107452501,3.74294007436,48
77168,EGREVILLE,77620,48.1821285238,2.88437118271,77
29042,CROZON,29160,48.2449715382,-4.49170347769,29
22162,PAIMPOL,22500,48.7733386239,-3.05459397042,22
83130,SOLLIES PONT,83210,43.1907611248,6.06327697157,83
98813,LA FOA,98880,-21.70927,165.828366,988
98822,POINDIMIE,98822,-20.936331,165.330548,988
31483,ST GAUDENS,31800,43.1199260811,0.726613564199,31
92048,MEUDON,92190,48.8037275796,2.22696287829,92
94068,ST MAUR DES FOSSES,94100,48.7990677797,2.49386450452,94
57206,FAMECK,57290,49.2987006334,6.10649265804,57
69266,VILLEURBANNE,69100,45.7707704179,4.88845817426,69
2B136,LAMA,20218,42.5804431828,9.16621069911,20
38225,AUTRANS MEAUDRE EN VERCORS,38880,45.1321769623,5.52869303726,38
26324,ST PAUL TROIS CHATEAUX,26130,44.3482808478,4.75744934383,26
24520,SARLAT,24200,44.8983558068,1.2066486429,24
44049,LE CROISIC,44490,47.2922743449,-2.52277844422,44
54580,VILLERUPT,54190,49.4647155933,5.92643741054,54
2A247,PORTO VECCHIO,20137,41.5924932873,9.25363087024,20
40046,BISCARROSSE,40600,44.409080109,-1.1773616947,40
57463,METZ,57070,49.1081133279,6.1955245421,57
76305,GONFREVILLE L ORCHER,76700,49.4860837457,0.221985693724,76
87206,VILLEFAVARD,87190,46.1696846397,1.2141520992,87
67180,HAGUENAU,67500,48.8417047695,7.83010404968,67
50129,CHERBOURG EN COTENTIN,50100,49.633412156,-1.63390160204,50
31506,ST ORENS DE GAMEVILLE,31650,43.5590787673,1.53513710649,31
06084,MOUANS SARTOUX,6370,43.6185304023,6.96494426706,6
30202,PONT ST ESPRIT,30130,44.2526637065,4.63901945786,30
29024,CARHAIX PLOUGER,29270,48.2687578823,-3.56626363851,29
43135,LE MONASTIER SUR GAZEILLE,43150,44.9345419113,4.00710354299,43
49138,LES BOIS D ANJOU,49250,47.4829167789,-0.174198642479,49
30351,VILLENEUVE LES AVIGNON,30400,43.9771673582,4.79466040665,30
06123,ST LAURENT DU VAR,6700,43.6859625772,7.18218791815,6
53130,LAVAL,53000,48.0608565468,-0.766005687142,53
84035,CAVAILLON,84300,43.8508361826,5.03606300916,84
59273,GRAVELINES,59820,50.9975626638,2.14413046485,59
02789,VERVINS,2140,49.8351798708,3.92522602825,2
43268,YSSINGEAUX,43200,45.1393761299,4.13104937731,43
03236,ST GERMAIN DES FOSSES,3260,46.1959477042,3.42997700831,3
26235,PIERRELATTE,26700,44.3606937732,4.68715113615,26
35037,BREAL SOUS MONTFORT,35310,48.044637167,-1.86571618785,35
38288,OYTIER ST OBLAS,38780,45.5646344835,5.03134323358,38
30350,LE VIGAN,30120,43.9886565575,3.62522883405,30
79049,BRESSUIRE,79300,46.8545755683,-0.479375922286,79
76225,ECRETTEVILLE LES BAONS,76190,49.6297955951,0.67254078576,76
56121,LORIENT,56100,47.7500486947,-3.37823200917,56
70026,ARC LES GRAY,70100,47.4628603881,5.58172003346,70
10003,AIX EN OTHE,10190,48.1975745771,3.73632794113,10
49353,TRELAZE,49800,47.451357179,-0.473458788346,49
40279,ST PAUL LES DAX,40990,43.7464083139,-1.08127980711,40
77183,LA FERTE SOUS JOUARRE,77260,48.9540164057,3.12762174384,77
34270,ST JEAN DE VEDAS,34430,43.5716282319,3.83221847952,34
22266,ROSTRENEN,22110,48.2215427736,-3.31179704668,22
03036,BOURBON L ARCHAMBAULT,3160,46.5836819113,3.05141625983,3
51050,BERGERES SOUS MONTMIRAIL,51210,48.8453830392,3.59711725011,51
31232,GRENADE,31330,43.7640507757,1.28038974975,31
53004,AMPOIGNE,53200,47.8051436119,-0.823338302617,53
59392,MAUBEUGE,59600,50.283630719,3.96328053037,59
97602,BANDRABOUA,97650,-12.7232292527,45.1181212208,976
74200,NEUVECELLE,74500,46.3921186949,6.60933233238,74
67212,HOLTZHEIM,67810,48.5567634132,7.64425286816,67
33273,MARTIGNAS SUR JALLE,33127,44.8450267218,-0.795499117928,33
25462,PONTARLIER,25300,46.9119730882,6.38914602031,25
76305,GONFREVILLEL ORCHER,76700,49.4860837457,0.221985693724,76
40266,ST JULIEN EN BORN,40170,44.0910922901,-1.24835443544,40
70421,PORT SUR SAONE,70170,47.692500452,6.03302774909,70
88413,ST DIE DES VOSGES,88100,48.2967093514,6.93809367547,88
13050,LAMBESC,13410,43.6615217681,5.25191446931,13
12274,SYLVANES,12360,43.8251925157,2.95288652879,12
52331,MONTIER EN DER,52220,48.4874732749,4.78668890124,52
83069,HYERES,83400,43.1018713534,6.18898508469,83
65286,LOURDES,65100,43.1074297344,-0.0768069387932,65
15014,AURILLAC,15000,44.9245233686,2.44162453828,15
70550,VESOUL,70000,47.6320408648,6.1548458149,70
51108,CHALONS EN CHAMPAGNE,51000,48.9640892125,4.37883539725,51
89368,ST SAUVEUR EN PUISAYE,89520,47.6390792978,3.20437842755,89
41045,CHAUMONT SUR LOIRE,41150,47.4655792877,1.19931554619,41
88196,GERARDMER,88400,48.0653057669,6.85912240068,88
14047,BAYEUX,14400,49.2776559195,-0.704625495378,14
91377,MASSY,91300,48.7277896426,2.27513131903,91
78440,LES MUREAUX,78130,48.9888041078,1.91363448925,78
95199,DOMONT,95330,49.0296655684,2.32290103729,95
97306,MANA,97360,4.98285747902,-53.6480364932,973
73303,VAL D ISERE,73400,45.7718876928,6.43266345275,73
33039,BEGLES,33130,44.8016009051,-0.547755768448,33
48193,VEBRON,48400,44.2551348683,3.54353418299,48
27229,EVREUX,27000,49.02015421,1.14164412464,27
33318,PESSAC,33600,44.7915990521,-0.676303166277,33
98735,PAPEETE,98714,-17.552056,-149.55886,987
56069,GROIX,56590,47.6372394221,-3.4644268016,56
29158,PENMARCH,29760,47.8121478804,-4.34003367039,29
62765,ST OMER,62500,50.7679781717,2.26334881482,62
07010,ANNONAY,7100,45.2460902392,4.65026947295,7
74173,MEGEVE,74120,45.8401573581,6.62348394015,74
30341,VAUVERT,30600,43.6258468531,4.30597093294,30
77463,THOMERY,77810,48.4042073432,2.77997290314,77
03190,MOULINS,3000,46.5624641056,3.32662040221,3
02168,CHATEAU THIERRY,2400,49.0564070801,3.38160004843,2
07011,ANTRAIGUES,7530,44.7393183247,4.35517589387,7
38105,CHIRENS,38850,45.4166318565,5.556774983,38
56041,CLEGUEREC,56480,48.1278326906,-3.0634223364,56
44129,PONTCHATEAU,44160,47.433636363,-2.09556089039,44
21584,SAULIEU,21210,47.2840306915,4.23192469784,21
26125,EURRE,26400,44.758262486,4.97623533568,26
29124,LESNEVEN,29260,48.5801251196,-4.31293757639,29
13100,ST REMY DE PROVENCE,13210,43.7834249015,4.85366665286,13
49099,CHOLET,49300,47.0454402992,-0.877886189605,49
50099,CARENTAN LES MARAIS,50500,49.2963250601,-1.2559215726,50
56260,VANNES,56000,47.6597493766,-2.75714329498,56
79174,MELLE,79500,46.2309583731,-0.147888712984,79
16113,LA COURONNE,16400,45.6096373338,0.109121178707,16
2B043,ERBALUNGA,20222,42.7792996993,9.45029993821,20
37079,CIVRAY DE TOURAINE,37150,47.3394574162,1.04082548728,37
06079,MANDELIEU LA NAPOULE,6210,43.5380510468,6.91808936542,6
97204,CARBET,97221,14.7110039815,-61.1647565483,972
81145,LISLE SUR TARN,81310,43.8974980421,1.78200143861,81
77379,PROVINS,77160,48.5633093312,3.28756780085,77
56153,LE PALAIS,56361,47.5826411591,-2.33551260645,56
86139,LUSIGNAN,86600,46.4377572057,0.114217790925,86
89155,ESCOLIVES STE CAMILLE,89290,47.7225909756,3.60249190307,89
92077,VILLE D AVRAY,92410,48.8215895592,2.17761311514,92
05063,LA GRAVE,5320,45.0601102401,6.28406977587,5
74010,ANNECY,74960,45.8906432566,6.12551773598,74
97605,CHICONI,97670,-12.821522233,45.1132970298,976
74236,ST GERVAIS LES BAINS,74170,45.8571864862,6.74016257718,74
62498,LENS,62300,50.4374264148,2.82105851259,62
95428,MONTMORENCY,95160,48.9918643363,2.32119797848,95
70227,FAUCOGNEY ET LA MER,70310,47.8319641353,6.5834328372,70
07324,TOURNON SUR RHONE,7300,45.0535734386,4.81493474284,7
76212,DARNETAL,76160,49.4445058359,1.15546994024,76
94058,LE PERREUX SUR MARNE,94170,48.8423952383,2.50406848573,94
66037,CANET EN ROUSSILLON,66140,42.6841288047,3.01161744752,66
17140,DOLUS D OLERON,17550,45.9096185439,-1.25750953748,17
10387,TROYES,10000,48.2967099637,4.07827967525,10
14715,TROUVILLE SUR MER,14360,49.3721246762,0.102123470052,14
74250,ST PIERRE EN FAUCIGNY,74800,46.063686335,6.37244945345,74
91477,PALAISEAU,91120,48.7146765876,2.22881488083,91
02706,SEPTMONTS,2200,49.3384597812,3.36210276584,2
92002,ANTONY,92160,48.7503412602,2.2993268102,92
63047,LA BOURBOULE,63150,45.5796236201,2.7501805247,63
68332,TAGOLSHEIM,68720,47.6548634844,7.26381080113,68
80670,REVELLES,80540,49.8400277548,2.1143709231,80
55029,BAR LE DUC,55000,48.7642280465,5.16346492169,55
09122,FOIX,9000,42.9658502274,1.61037495894,9
14076,BLAINVILLE SUR ORNE,14550,49.2281536645,-0.304322423176,14
09261,ST GIRONS,9200,42.9752923045,1.15326595533,9
17299,ROCHEFORT,17300,45.9432344536,-0.972356445692,17
10289,PLANCY L ABBAYE,10380,48.5851575322,3.98528853809,10
56158,PLESCOP,56890,47.6973490259,-2.83080852214,56
22153,MONCONTOUR,22510,48.3581980369,-2.63225581837,22
06152,VALBONNE,6560,43.628288325,7.02954476696,6
17373,ST MEDARD D AUNIS,17220,46.1592023268,-0.967137851085,17
81271,ST SULPICE LA POINTE,81370,43.7589885163,1.68659997767,81
32410,SAMATAN,32130,43.4935426323,0.934596447621,32
13053,MALLEMORT,13370,43.7285832667,5.18297726548,13
87110,ORADOUR SUR GLANE,87520,45.9310728054,1.02303381376,87
09032,AX LES THERMES,9110,42.6873576342,1.81825994194,9
43092,FAY SUR LIGNON,43430,44.9856971989,4.21170048593,43
60172,COYE LA FORET,60580,49.1449874027,2.47045856809,60
95203,EAUBONNE,95600,48.9909940165,2.27800925488,95
07019,AUBENAS,7200,44.6102127084,4.39638981424,7
92022,CHAVILLE,92370,48.8076083562,2.19234061062,92
50353,LE MONT ST MICHEL,50170,48.6222106276,-1.53309065436,50
91272,GIF SUR YVETTE,91190,48.6988273634,2.12788365005,91
70279,GRAY,70100,47.4320889937,5.61070658545,70
46072,CONCORES,46310,44.6672951054,1.39090015895,46
17461,VAUX SUR MER,17640,45.6448017664,-1.05853577703,17
18241,SANCERRE,18300,47.3256994042,2.82156691385,18
76592,ST JEAN DE FOLLEVILLE,76170,49.505056753,0.499483150435,76
01343,ST CYR SUR MENTHON,1380,46.2754005606,4.96757105158,1
71009,AZE,71550,47.0770713545,4.09241779804,71
49328,SAUMUR,49400,47.2673853525,-0.0830410591988,49
2B231,PIGNA,20220,42.599340833,8.90040924261,20
01305,PONT DE VAUX,1190,46.4422864477,4.92862459427,1
87002,AMBAZAC,87240,45.9534226621,1.39930873296,87
06157,VENCE,6140,43.7384640641,7.10194436087,6
45004,AMILLY,45200,47.9867116879,2.78217519303,45
93027,LA COURNEUVE,93120,48.9322569546,2.39978064801,93
29220,PONT L ABBE,29120,47.8654885488,-4.21962319652,29
03064,CHATEAU SUR ALLIER,3320,46.7817092789,2.98716115012,3
64499,SALIES DE BEARN,64270,43.4683239252,-0.917789447505,64
92007,BAGNEUX,92220,48.7983229866,2.30989995212,92
56231,ST NOLFF,56250,47.6984675237,-2.66583210925,56
29103,LANDERNEAU,29800,48.4507528968,-4.2643453824,29
35035,BOVEL,35330,47.9563331223,-1.95993951204,35
93073,TREMBLAY EN FRANCE,93290,48.9784304121,2.55468501543,93
76647,ST ROMAIN DE COLBOSC,76430,49.5286231796,0.363829451738,76
71014,AUTUN,71400,46.945536773,4.31060069532,71
56186,QUIBERON,56170,47.4881657518,-3.12282400639,56
74275,TALLOIRES MONTMIN,74210,45.8357923857,6.23052089871,74
66008,ARGELES SUR MER,66700,42.5352193463,3.02429862885,66
69259,VENISSIEUX,69200,45.7037728826,4.88137668221,69
68359,WATTWILLER,68700,47.8421539165,7.17527188812,68
35115,FOUGERES,35300,48.3524697115,-1.19431177241,35
51454,REIMS,51100,49.2514906066,4.0402302322,51
44210,TRIGNAC,44570,47.3125328416,-2.20700045585,44
12185,PONT DE SALARS,12290,44.277717255,2.70931526263,12
31390,MONTREJEAU,31210,43.0885884936,0.558463262724,31
41127,LA MAROLLE EN SOLOGNE,41210,47.5829832487,1.78891907492,41
84088,PERNES LES FONTAINES,84210,43.9960550539,5.03959100234,84
42313,TRELINS,42130,45.7251404881,4.00078301382,42
33249,LORMONT,33310,44.8765972567,-0.519774925453,33
38253,LES DEUX ALPES,38860,45.0159885994,6.13818619624,38
26141,GISORS ET LOZERON,26400,44.8113617403,5.11358630739,26
17240,MONTENDRE,17130,45.2880726146,-0.387479585943,17
85109,LES HERBIERS,85500,46.8666125813,-1.02216086186,85
94034,FRESNES,94260,48.7571343016,2.32612839743,94
39244,FRONTENAY,39210,46.7884051607,5.63215279855,39
39300,LONS LE SAUNIER,39000,46.6744796278,5.55733212947,39
03118,GANNAT,3800,46.0984192073,3.17790823629,3
41259,THORE LA ROCHETTE,41100,47.7859819999,0.970946922736,41
22113,LANNION,22300,48.7433496707,-3.46159799691,22
47210,PORT STE MARIE,47130,44.2605042795,0.374453245526,47
47157,MARMANDE,47200,44.5055176845,0.172174280849,47
66004,LES ANGLES,66210,42.5797574108,2.05268528008,66
86246,ST SAVIN SUR GARTEMPE,86310,46.5832866024,0.840222181095,86
46120,GINDOU,46250,44.6266225054,1.26418092568,46
01024,ATTIGNAT,1340,46.2861802203,5.1795233845,1
31557,TOURNEFEUILLE,31170,43.5781918597,1.33500697752,31
29210,PLOUVORN,29420,48.5765978002,-4.02210161181,29
82033,CASTELSARRASIN,82100,44.0490326525,1.12348123121,82
44113,NOZAY,44170,47.5728858483,-1.60097664616,44
87014,BESSINES SUR GARTEMPE,87250,46.1088644019,1.3601193629,87
45285,ST JEAN DE LA RUELLE,45140,47.9116141172,1.87108144709,45
44066,GRANDCHAMP DES FONTAINES,44119,47.3606796643,-1.61754475868,44
34032,BEZIERS,34500,43.3475883319,3.23076754164,34
42184,RIORGES,42153,46.0429114311,4.03375590925,42
30138,LANGLADE,30980,43.8045117845,4.25533661815,30
84129,SORGUES,84700,44.0145763951,4.86740515419,84
62477,IZEL LES HAMEAUX,62690,50.3147014081,2.53156899896,62
74243,ST JULIEN EN GENEVOIS,74160,46.139365545,6.07881171095,74
92049,MONTROUGE,92120,48.8153032159,2.31648921432,92
10333,ST ANDRE LES VERGERS,10120,48.2782659904,4.04840305057,10
03312,VIEURE,3430,46.5001110432,2.88222237454,3
38170,FONTANIL CORNILLON,38120,45.2540718462,5.66423363739,38
78616,THOIRY,78770,48.8724624004,1.79780062062,78
33119,CENON,33150,44.8548325665,-0.521018807062,33
94071,SUCY EN BRIE,94370,48.7656456593,2.5330560803,94
67118,ECKBOLSHEIM,67201,48.5790053064,7.68216295597,67
44043,CLISSON,44190,47.097896998,-1.27042598067,44
33537,UZESTE,33730,44.4334139021,-0.324575198234,33
59359,LOON PLAGE,59279,51.0012144614,2.22304802432,59
50267,LESSAY,50430,49.2167143742,-1.52478862014,50
25311,LA CUDE HYEMONDANS,25250,47.3809106703,6.63896940193,25
24164,EXCIDEUIL,24160,45.3293054433,1.06217894627,24
63236,MONT DORE,63240,45.5760999131,2.80995918175,63
34322,VALFLAUNES,34270,43.8020094105,3.86188285063,34
59051,LA BASSEE,59480,50.5397647046,2.80910290453,59
17333,ST GEORGES DE DIDONNE,17110,45.6036278448,-0.980098297165,17
69271,CHASSIEU,69680,45.7376148968,4.96172914286,69
39333,MOIRANS EN MONTAGNE,39260,46.4388080084,5.73795329823,39
60382,MARGNY LES COMPIEGNE,60280,49.4329968709,2.8054861143,60
87107,NIEUL,87510,45.9214559183,1.18018067279,87
27265,FRANCHEVILLE,27160,48.7942723344,0.838965152911,27
68166,KINGERSHEIM,68260,47.7889765168,7.32299335222,68
55545,VERDUN,55100,49.1454831903,5.36141821261,55
15094,LAROQUEBROU,15150,44.974801878,2.19344155664,15
69255,VAUGNERAY,69670,45.7318792519,4.64378667979,69
37208,ST AVERTIN,37550,47.3571561121,0.737544440483,37
92040,ISSY LES MOULINEAUX,92130,48.82347434,2.26449823277,92
06033,CARROS,6510,43.7850390592,7.18414159904,6
24102,CHANCELADE,24650,45.2100121087,0.655273444534,24
83023,BRIGNOLES,83170,43.3992941902,6.07740244296,83
33281,MERIGNAC,33700,44.8322953289,-0.681733084891,33
71149,COUCHES,71490,46.869155076,4.56431598435,71
26146,GRIGNAN,26230,44.4369175751,4.90180143483,26
66212,TORREILLES,66440,42.7533924686,3.00860614432,66
30136,JUNAS,30250,43.7615067362,4.11752159876,30
74119,EVIAN LES BAINS,74500,46.3924102379,6.58612507528,74
22186,PLENEUF VAL ANDRE,22370,48.5840054611,-2.53016887694,22
65295,LUZ ST SAUVEUR,65120,42.8320053922,0.0163906780322,65
42147,MONTBRISON,42600,45.6008365515,4.0713982073,42
56137,MONTERBLANC,56250,47.7315728601,-2.69647257441,56
80565,MONTONVILLERS,80260,49.9964398506,2.29571982025,80
13091,ST CANNAT,13760,43.6136286667,5.30698257258,13
78537,ST ARNOULT EN YVELINES,78730,48.5725220079,1.93463847942,78
84148,VILLES SUR AUZON,84570,44.0660605145,5.25707803023,84
68292,ST AMARIN,68550,47.887678929,7.04124424443,68
33238,LEOGNAN,33850,44.7191460436,-0.614707683753,33
74078,CLERMONT,74270,45.9734444894,5.90937510902,74
85277,ST VINCENT SUR GRAON,85540,46.5034756656,-1.382954206,85
45232,OLIVET,45160,47.8546997503,1.88823884753,45
17318,ST CLEMENT DES BALEINES,17590,46.2363966414,-1.53823691013,17
42224,ST GENEST MALIFAUX,42660,45.3472458116,4.43132626452,42
77131,COULOMMIERS,77120,48.8122991656,3.09124381847,77
35130,HEDE BAZOUGES,35630,48.3018808207,-1.77748405021,35
05085,MONTGENEVRE,5100,44.9389932221,6.72778259009,5
03214,ROCLES,3240,46.4445146062,3.03677199137,3
34145,LUNEL,34400,43.6820481757,4.13566472301,34
60498,LE PLESSIER SUR ST JUST,60130,49.5081515622,2.4596143307,60
13028,LA CIOTAT,13600,43.1926410861,5.61318955778,13
50102,CAROLLES,50740,48.749037599,-1.55955935077,50
33005,ANDERNOS LES BAINS,33510,44.754520164,-1.08109347037,33
