id_commune,code_insee,code_postal,latitude,longitude,nom_commune,id_departement
1,31555,31300,43.5963814303,1.43167293364,TOULOUSE,0
2,13201,13001,43.2999009436,5.38227869795,MARSEILLE 01,1
3,33522,33400,44.8060817507,-0.591124592873,TALENCE,2
4,38399,38440,45.4982631773,5.14748470946,ST JEAN DE BOURNAY,3
5,42218,42100,45.4301235512,4.37913997076,ST ETIENNE,4
6,22360,22950,48.480075769,-2.74506421541,TREGUEUX,5
7,66136,66000,42.6965954131,2.89936953979,PERPIGNAN,6
8,34114,34150,43.6393937216,3.57384628868,GIGNAC,7
9,69381,69001,45.7699284397,4.82922464978,LYON 01,8
10,1053,1000,46.2051520382,5.24602125501,BOURG EN BRESSE,9
11,86194,86000,46.5839207726,0.359947653003,POITIERS,10
12,85003,85190,46.7384516809,-1.62702889721,AIZENAY,11
13,49248,49520,47.7629344972,-1.19300189799,OMBREE D'ANJOU,12
14,22179,22240,48.6348223959,-2.36202603588,FREHEL,5
15,21231,21000,47.3229437965,5.03788805877,DIJON,13
16,81065,81100,43.6156511237,2.23787231587,CASTRES,14
17,64445,64000,43.3200189773,-0.350337918181,PAU,15
18,81140,81500,43.6895628711,1.79437213708,LAVAUR,14
19,78356,78114,48.7410207273,2.0519793397,MAGNY LES HAMEAUX,16
20,53077,53230,47.94585879,-0.934606329089,COSSE LE VIVIEN,17
21,59544,59880,50.3750172475,3.56642418912,ST SAULVE,18
22,69256,69120,45.7858821061,4.92637767698,VAULX EN VELIN,8
23,26252,26800,44.8757833249,4.88408311324,PORTES LES VALENCE,19
24,6088,6100,43.7119992661,7.23826889465,NICE,20
25,80716,80135,50.1279792191,1.94290239471,ST RIQUIER,21
26,29017,29810,48.4709032483,-4.68640383039,BRELES,22
27,47168,47800,44.5833450029,0.356429133423,MIRAMONT DE GUYENNE,23
28,76026,76880,49.8821767195,1.1367858461,ARQUES LA BATAILLE,24
29,34172,34080,43.6134409138,3.86851657896,MONTPELLIER,7
30,85178,85170,46.769919754,-1.50488626452,LE POIRE SUR VIE,11
31,13047,13118,43.5502689105,4.9511813524,ISTRES,1
32,46045,46160,44.494117576,1.83859373388,CAJARC,25
33,93066,93200,48.9295650455,2.3592429975,ST DENIS,26
34,89024,89000,47.793488225,3.58168281761,AUXERRE,27
35,75101,75001,48.8626304852,2.33629344655,PARIS 01,28
36,11426,11600,43.2930208254,2.43699100253,VILLEGLY,29
37,91207,91520,48.5778313904,2.22141176606,EGLY,30
38,33063,33000,44.8572445351,-0.57369678116,BORDEAUX,2
39,13001,13290,43.5360708378,5.39857444582,AIX EN PROVENCE,1
40,73011,73200,45.6683987277,6.40460338643,ALBERTVILLE,31
41,56003,56610,47.6335958588,-2.8220328139,ARRADON,32
42,49007,49000,47.476837416,-0.556125995444,ANGERS,12
43,38002,38190,45.2586070645,5.99155979387,LES ADRETS,3
44,5023,5100,44.8994986041,6.64947524018,BRIANCON,33
45,81004,81000,43.9258213622,2.14686328555,ALBI,14
46,13026,13220,43.3865906403,5.14753822568,CHATEAUNEUF LES MARTIGUES,1
47,65440,65000,43.2347859635,0.0660093937851,TARBES,34
48,37261,37000,47.3986382281,0.696526376417,TOURS,35
49,80021,80000,49.9009532186,2.29007445539,AMIENS,21
50,26275,26790,44.2556674573,4.83716476858,ROCHEGUDE,19
51,74010,74000,45.8906432566,6.12551773598,ANNECY,36
52,14220,14800,49.3543800887,0.0744665786308,DEAUVILLE,37
53,40065,40130,43.6323255498,-1.42907243956,CAPBRETON,38
54,43033,43450,45.3179155382,3.17686146037,BLESLE,39
55,35307,35190,48.2809544263,-1.98293675576,ST PERN,40
56,84137,84110,44.247701867,5.06040782309,VAISON LA ROMAINE,41
57,33009,33120,44.6529002838,-1.17429790933,ARCACHON,2
58,76100,76116,49.504416715,1.29186032794,BLAINVILLE CREVON,24
59,76497,76650,49.3807622557,1.03422612047,PETIT COURONNE,24
60,7201,7120,44.4479030757,4.34786189328,RUOMS,42
61,34012,34380,43.7249523063,3.67420720253,ARGELLIERS,7
62,76540,76000,49.4413460103,1.09256784278,ROUEN,24
63,22278,22000,48.5149806053,-2.76154552773,ST BRIEUC,5
64,62041,62000,50.2898964997,2.76587316711,ARRAS,43
65,54235,54330,48.5051745323,6.01397377452,GOVILLER,44
66,89371,89310,47.7398700628,3.91053461734,STE VERTU,27
67,61063,61220,48.7111600408,-0.377752655086,BRIOUZE,45
68,59350,59160,50.6317183168,3.04783272312,LILLE,18
69,2B033,20200,42.6864768806,9.42502133338,BASTIA,46
70,60286,60210,49.666016357,1.9349239261,GRANDVILLIERS,47
71,62119,62400,50.5288922584,2.64242379342,BETHUNE,43
72,49373,49310,47.1373301524,-0.559450064005,VIHIERS,12
73,30344,30310,43.7375360363,4.23360990528,VERGEZE,48
74,29003,29770,48.0241077574,-4.54448750165,AUDIERNE,22
75,63050,63570,45.4199156591,3.32061008295,BRASSAC LES MINES,49
76,22184,22150,48.3378874008,-2.67639170288,PLEMY,5
77,14118,14000,49.1847936737,-0.369801713036,CAEN,37
78,13004,13123,43.5468692378,4.66215642574,ARLES,1
79,29019,29200,48.4004997828,-4.5027907853,BREST,22
80,53152,53170,47.9469156243,-0.558693863131,MESLAY DU MAINE,17
81,11076,11400,43.3230173159,1.96073752488,CASTELNAUDARY,29
82,79329,79100,46.9828628407,-0.199581467021,THOUARS,50
83,74182,74960,45.9184414725,6.09688746113,MEYTHET,36
84,74136,74450,45.9562174482,6.47641784295,LE GRAND BORNAND,36
85,3084,3430,46.482962805,2.82323006329,COSNE D ALLIER,51
86,35245,35850,48.2223488257,-1.87904298142,ROMILLE,40
87,64422,64400,43.1560871189,-0.587546244432,OLORON STE MARIE,15
88,86078,86400,46.1412232275,0.300987364675,CIVRAY,10
89,53211,53500,48.3469457308,-0.87082653269,ST DENIS DE GASTINES,17
90,67371,67290,48.8657597248,7.32734776032,LA PETITE PIERRE,52
91,53054,53810,48.1079801148,-0.800104772023,CHANGE,17
92,56124,56140,47.8076863788,-2.38701072581,MALESTROIT,32
93,55185,55250,48.9823527638,5.1255521249,EVRES,53
94,50592,50420,48.9633310504,-1.08464396412,TESSY BOCAGE,54
95,91129,91590,48.4859798517,2.31068283872,CERNY,30
96,93001,93300,48.9121722626,2.38445513768,AUBERVILLIERS,26
97,31478,31540,43.4505941916,1.90172958444,ST FELIX LAURAGAIS,0
98,38544,38200,45.520578372,4.88135156154,VIENNE,3
99,63113,63100,45.7856492991,3.11554542903,CLERMONT FERRAND,49
100,30189,30900,43.844938394,4.34806796996,NIMES,48
101,95607,95150,49.0267316203,2.22116067166,TAVERNY,55
102,78650,78110,48.8938640591,2.13039312004,LE VESINET,16
103,44109,44200,47.2316356767,-1.54831008605,NANTES,56
104,38185,38000,45.1821215167,5.72133051752,GRENOBLE,3
105,44162,44800,47.2243762412,-1.63434818692,ST HERBLAIN,56
106,84007,84140,43.9352448339,4.84071572505,AVIGNON,41
107,56062,56680,47.6951381724,-3.33453004583,GAVRES,32
108,37011,37420,47.2237767737,0.18754463005,AVOINE,35
109,34328,34230,43.5790567885,3.56253401848,VENDEMIAN,7
110,71238,71340,46.2165272056,4.07699692762,IGUERANDE,57
111,8081,8120,49.8477354025,4.7508301548,BOGNY SUR MEUSE,58
112,35238,35700,48.1119791219,-1.68186449144,RENNES,40
113,39413,39370,46.286468541,5.85238812673,LA PESSE,59
114,81225,81600,43.9157732969,1.96947284122,RIVIERES,14
115,35012,35470,47.8302948158,-1.67649507218,BAIN DE BRETAGNE,40
116,95210,95880,48.97016048,2.30485955429,ENGHIEN LES BAINS,55
117,35288,35400,48.6400443482,-1.98060627256,ST MALO,40
118,64483,64500,43.3947886873,-1.63099021573,ST JEAN DE LUZ,15
119,95652,95270,49.1231107932,2.37799676025,VIARMES,55
120,18033,18000,47.0749572013,2.40417137557,BOURGES,60
121,11185,11220,43.0957230349,2.60436046295,LAGRASSE,29
122,30029,30430,44.3122415211,4.34841481782,BARJAC,48
123,11262,11100,43.1652399898,3.02023868739,NARBONNE,29
124,78398,78490,48.754542649,1.83436184333,LES MESNULS,16
125,73073,73310,45.8034782998,5.79654546056,CHANAZ,31
126,45024,45130,47.8106703162,1.66824027351,BAULE,61
127,59271,59760,51.0167874642,2.29071143357,GRANDE SYNTHE,18
128,34301,34200,43.3917705831,3.64705148296,SETE,7
129,92012,92100,48.8365843138,2.23913599058,BOULOGNE,62
130,90010,90000,47.6471539414,6.84541206237,BELFORT,63
131,24051,24130,44.9518343801,0.362233138174,BOSSET,64
132,6011,6310,43.7079039397,7.33256934881,BEAULIEU SUR MER,20
133,21054,21200,47.0255189366,4.83767985985,BEAUNE,13
134,14327,14200,49.2073560619,-0.331022626025,HEROUVILLE ST CLAIR,37
135,62193,62100,50.9502072754,1.87575566132,CALAIS,43
136,72181,72000,47.9885256718,0.200030493539,LE MANS,65
137,34028,34600,43.6125569074,3.16680787195,BEDARIEUX,7
138,73065,73000,45.583182552,5.90903392417,CHAMBERY,31
139,56152,56360,47.3426909682,-3.17102952046,LE PALAIS,32
140,52353,52800,48.037521428,5.36502804198,NOGENT,66
141,2077,2200,49.3172125296,3.29666086699,BERZY LE SEC,67
142,59122,59400,50.1702775977,3.24221021072,CAMBRAI,18
143,61108,61230,48.7765975635,0.357700893574,CISAI ST AUBIN,45
144,67482,67100,48.5712679849,7.76752679517,STRASBOURG,52
145,78646,78000,48.8025669671,2.11789297191,VERSAILLES,16
146,15187,15100,45.0278919825,3.08320563232,ST FLOUR,68
147,64024,64600,43.4917846595,-1.51623373371,ANGLET,15
148,94081,94400,48.7882828307,2.39412680533,VITRY SUR SEINE,69
149,68224,68200,47.749163303,7.32570047509,MULHOUSE,70
150,52121,52000,48.0980144211,5.14070044621,CHAUMONT,66
151,94028,94000,48.7837401836,2.45463530415,CRETEIL,69
152,65059,65200,42.9758668859,0.132640694318,BAGNERES DE BIGORRE,34
153,93066,93200,48.9295650455,2.3592429975,LA PLAINE ST DENIS,26
154,6004,6160,43.587465146,7.10635418256,JUAN LES PINS,20
155,31446,31520,43.5441837911,1.47782372823,RAMONVILLE ST AGNE,0
156,22055,22520,48.6255350477,-2.8413899481,BINIC,5
157,33073,33820,45.2544518508,-0.646204430347,BRAUD ET ST LOUIS,2
158,36044,36000,46.8029617828,1.69399812001,CHATEAUROUX,71
159,61107,61320,48.5071426572,-0.132794455306,CIRAL,45
160,14271,14123,49.1444292345,-0.377619145275,FLEURY SUR ORNE,37
161,25031,25400,47.4811676376,6.85493983157,AUDINCOURT,72
162,91573,91280,48.6058282604,2.51614926696,ST PIERRE DU PERRAY,30
163,22039,22210,48.1346308811,-2.66260913976,LA CHEZE,5
164,60057,60000,49.4365523321,2.08616123661,BEAUVAIS,47
165,76178,76410,49.316254089,1.03978678909,CLEON,24
166,22005,22810,48.5310285208,-3.38188859591,BELLE ISLE EN TERRE,5
167,49292,49750,47.3002199454,-0.640314853216,ST LAMBERT DU LATTAY,12
168,58059,58400,47.1835862006,3.02885515594,LA CHARITE SUR LOIRE,73
169,59650,59150,50.7056367285,3.21628221056,WATTRELOS,18
170,56118,56570,47.7303087589,-3.32842997885,LOCMIQUELIC,32
171,33449,33160,44.8832620816,-0.784239883546,ST MEDARD EN JALLES,2
172,13027,13160,43.8824707581,4.83990004648,CHATEAURENARD,1
173,78361,78200,48.9981665392,1.69337806821,MANTES LA JOLIE,16
174,25580,25700,47.4647367767,6.82570788244,VALENTIGNEY,72
175,54395,54000,48.6901995499,6.17588254434,NANCY,44
176,74012,74100,46.1909730986,6.24250704322,ANNEMASSE,36
177,78172,78700,49.0001007823,2.0990719052,CONFLANS STE HONORINE,16
178,67218,67400,48.5200498962,7.73129588098,ILLKIRCH GRAFFENSTADEN,52
179,49278,49130,47.4281722672,-0.575792781781,STE GEMMES SUR LOIRE,12
180,79044,79290,47.0350297953,-0.314425439362,BOUILLE ST PAUL,50
181,30269,30270,44.1071750382,3.87785905992,ST JEAN DU GARD,48
182,83137,83200,43.1361589728,5.93239634249,TOULON,74
183,7042,7700,44.3830866916,4.61398365069,BOURG ST ANDEOL,42
184,59343,59810,50.5892285666,3.11191934713,LESQUIN,18
185,71076,71100,46.7900288793,4.85191555008,CHALON SUR SAONE,57
186,44067,44290,47.6278891238,-1.83077595154,GUEMENE PENFAO,56
187,39056,39140,46.7316211339,5.42781411933,BLETTERANS,59
188,19031,19100,45.1435830664,1.51936836063,BRIVE LA GAILLARDE,75
189,69029,69500,45.7344856902,4.91168159471,BRON,8
190,23243,23140,46.2595513591,2.18852889263,ST SILVAIN SOUS TOULX,76
191,85039,85530,47.0148006973,-1.18329758318,LA BRUFFIERE,11
192,51230,51200,49.037000689,3.93144626202,EPERNAY,77
193,62186,62160,50.4451131556,2.71911165536,BULLY LES MINES,43
194,73057,73570,45.4538077442,6.56840188785,BRIDES LES BAINS,31
195,38157,38780,45.5136075933,4.95889651862,ESTRABLIN,3
196,8105,8000,49.7752965803,4.71724655966,CHARLEVILLE MEZIERES,58
197,14117,14390,49.2834863414,-0.125512945279,CABOURG,37
198,76681,76300,49.4104887444,1.09509946531,SOTTEVILLE LES ROUEN,24
199,26198,26200,44.5540845734,4.74869387765,MONTELIMAR,19
200,46042,46000,44.4507370916,1.44075837848,CAHORS,25
201,35168,35330,47.8971012974,-1.99867854689,MAURE DE BRETAGNE,40
202,44015,44130,47.4628210409,-1.76789479614,BLAIN,56
203,6029,6400,43.5526202843,7.00427592728,CANNES,20
204,66041,66600,42.7867407426,2.77853627321,CASES DE PENE,6
205,47252,47110,44.4058755457,0.599870593015,STE LIVRADE SUR LOT,23
206,33236,33950,44.7609440223,-1.19293697437,LEGE CAP FERRET,2
207,6032,6320,43.7247392327,7.40161617522,CAP D AIL,20
208,52256,52700,48.3053380759,5.49239986278,LAFAUCHE,66
209,40067,40400,43.871874652,-0.81936363917,CARCEN PONSON,38
211,13078,13230,43.4148193741,4.80679663589,PORT ST LOUIS DU RHONE,1
212,83036,83240,43.1819055812,6.52121721395,CAVALAIRE SUR MER,74
213,21603,21140,47.4909559267,4.34106366761,SEMUR EN AUXOIS,13
214,83029,83440,43.6125180228,6.75708895004,CALLIAN,74
215,43234,43170,44.9482034569,3.53883236387,SAUGUES,39
216,27165,27190,48.9547259686,0.93199579313,CONCHES EN OUCHE,79
217,85112,85340,46.570163703,-1.7737502368,L ILE D OLONNE,11
218,76351,76610,49.498452502,0.140153719153,LE HAVRE,24
219,95127,95000,49.0401131567,2.05082123731,CERGY PONTOISE,55
220,77337,77186,48.8460926469,2.61997100426,NOISIEL,80
221,19062,19800,45.3655110046,1.87090523159,CORREZE,75
222,12208,12400,43.9656694471,2.86653125625,ST AFFRIQUE,81
223,89068,89800,47.8075995199,3.79091424228,CHABLIS,27
224,39251,39570,46.6375986496,5.50938673759,GEVINGEY,59
225,74054,74540,45.7784395221,5.98960566934,CHAINAZ LES FRASSES,36
226,86288,86260,46.726218827,0.843611918005,VICQ SUR GARTEMPE,10
227,29058,29170,47.8783078862,-4.01834628474,FOUESNANT,22
228,74056,74400,45.9309819111,6.92360096711,CHAMONIX MONT BLANC,36
229,39097,39300,46.7445389751,5.8988102947,CHAMPAGNOLE,59
230,38567,38410,45.1197427134,5.89438297795,CHAMROUSSE,3
231,69205,69290,45.7610551042,4.72602177608,ST GENIS LES OLLIERES,8
232,40002,40330,43.5938659835,-0.743678079626,AMOU,38
233,42127,42300,46.0919456873,4.0633211833,MABLY,4
234,85298,85150,46.6055340621,-1.74863672042,VAIRE,11
235,40230,40465,43.7980252651,-0.940526888731,PONTONX SUR L ADOUR,38
236,81018,81160,43.9638815505,2.22587013595,ARTHES,14
237,34299,34410,43.2733185307,3.29725083254,SERIGNAN,7
238,33140,33670,44.770425384,-0.343606134456,CREON,2
239,36018,36300,46.6346200347,1.10013221164,LE BLANC,71
240,94016,94230,48.7916121646,2.33153313164,CACHAN,69
241,13117,13127,43.4497831674,5.26357787665,VITROLLES,1
242,28085,28000,48.4471464884,1.50570610616,CHARTRES,82
243,50349,50590,48.9910212765,-1.52994382531,MONTMARTIN SUR MER,54
244,80186,80320,49.8169359721,2.80153906029,CHAULNES,21
245,23096,23000,46.1632121428,1.87078672735,GUERET,76
246,84087,84100,44.128913537,4.8098792403,ORANGE,41
247,92050,92000,48.8960701282,2.20671346353,NANTERRE,62
248,30334,30700,44.0136590402,4.41600031556,UZES,48
249,32013,32000,43.6534300414,0.575190250459,AUCH,83
250,97611,97600,-12.7899979586,45.1932456026,MAMOUDZOU,84
251,42187,42300,46.0449112487,4.0797045647,ROANNE,4
252,83081,83440,43.5990101065,6.78985995347,MONTAUROUX,74
253,66149,66500,42.6145021996,2.43074849066,PRADES,6
254,68177,68610,47.9527349295,7.16433010313,LAUTENBACH,70
255,79191,79000,46.328260242,-0.465353019369,NIORT,50
256,35220,35150,48.0111877546,-1.42837195377,PIRE SUR SEICHE,40
257,61001,61000,48.4318193082,0.0915406916107,ALENCON,45
258,31317,31430,43.3049878647,1.10662037582,MARIGNAC LASCLARES,0
259,93072,93240,48.9567775699,2.3854495629,STAINS,26
260,35263,35350,48.677369423,-1.92087004371,ST COULOMB,40
261,89338,89100,48.2247837392,3.30677970985,ST CLEMENT,27
262,92024,92110,48.9035359139,2.30575230452,CLICHY,62
263,83103,83200,43.1824918424,5.94565392204,LE REVEST LES EAUX,74
264,17415,17100,45.7422300162,-0.649623035643,SAINTES,85
265,45146,45240,47.7119750833,1.92714666074,LA FERTE ST AUBIN,61
266,59090,59910,50.7096656233,3.09529083038,BONDUES,18
267,16102,16100,45.6962326551,-0.33507941815,COGNAC,86
268,66053,66190,42.5130107325,3.07254121467,COLLIOURE,6
269,68066,68000,48.1099405789,7.38468690323,COLMAR,70
270,70162,70000,47.6121777534,6.22089003773,COLOMBE LES VESOUL,87
271,83061,83600,43.4719558114,6.76361597424,FREJUS,74
272,25512,25210,47.1549185878,6.73440290446,LE RUSSEY,72
273,81139,81440,43.7052468491,2.12929403349,LAUTREC,14
274,33523,33760,44.7345410468,-0.267821650496,TARGON,2
275,68297,68300,47.6016553367,7.54061872745,ST LOUIS,70
276,33356,33126,44.9377237217,-0.316177006649,LA RIVIERE,2
277,78362,78711,48.9747939435,1.71205571778,MANTES LA VILLE,16
278,11069,11000,43.2093798444,2.34398855385,CARCASSONNE,29
279,31451,31250,43.4656037799,1.99689394052,REVEL,0
280,4088,4300,43.9599082374,5.7882827572,FORCALQUIER,88
282,27056,27300,49.0925877345,0.58959175237,BERNAY,79
283,56100,56630,48.1318811919,-3.48128235286,LANGONNET,32
284,30164,30430,44.2309207985,4.36426612667,MEJANNES LE CLAP,48
285,83126,83500,43.0880294967,5.87089841754,LA SEYNE SUR MER,74
286,32256,32300,43.5186713962,0.410792361049,MIRANDE,83
287,33029,33114,44.6268462922,-0.746697894211,LE BARP,2
288,13084,13640,43.7176409517,5.30157633559,LA ROQUE D ANTHERON,1
289,72180,72600,48.3545313197,0.370783494811,MAMERS,65
290,37003,37400,47.3917237652,1.00023994675,AMBOISE,35
291,10362,10300,48.2963408998,4.02333022061,STE SAVINE,89
292,84025,84220,43.8965322686,5.15279801626,CABRIERES D AVIGNON,41
293,51183,51220,49.3196081983,4.0061261454,COURCY,77
294,7349,7800,44.8015403943,4.78018830634,LA VOULTE SUR RHONE,42
295,30007,30100,44.1250099126,4.08828501262,ALES,48
296,92023,92140,48.7964306792,2.25474652922,CLAMART,62
297,71270,71000,46.3205511756,4.81842529639,MACON,57
298,26108,26400,44.7335665907,5.0221758413,CREST,19
299,4065,4230,44.0831626991,5.83846949092,CRUIS,88
300,7281,7130,44.9410716967,4.82459034307,ST PERAY,42
301,1443,1330,45.9927150222,5.04507856642,VILLARS LES DOMBES,9
302,87085,87280,45.8542549589,1.2487579024,LIMOGES,90
303,59012,59186,49.9949415311,4.11785622281,ANOR,18
304,32132,32500,43.8402794076,0.64245586546,FLEURANCE,83
305,26281,26100,45.0547531985,5.03797756012,ROMANS SUR ISERE,19
306,29232,29000,47.9971425162,-4.09111944455,QUIMPER,22
307,76157,76380,49.4330992435,1.01355208279,CANTELEU,24
308,14258,14700,48.8957800281,-0.193401711782,FALAISE,37
309,40088,40100,43.7006746973,-1.06014429759,DAX,38
310,79202,79200,46.6453493842,-0.233028439198,PARTHENAY,50
311,39485,39320,46.3963208,5.4577858737,ST JULIEN,59
312,91457,91290,48.5814225294,2.26569127873,LA NORVILLE,30
313,6004,6160,43.587465146,7.10635418256,ANTIBES,20
314,59553,59211,50.5909879066,2.96114421951,SANTES,18
315,67320,67220,48.3261151153,7.31059686746,NEUVE EGLISE,52
316,83119,83990,43.262314383,6.66343039908,ST TROPEZ,74
317,38421,38400,45.1762012553,5.76476360737,ST MARTIN D HERES,3
318,57456,57960,48.9707983496,7.34611209492,MEISENTHAL,91
319,71170,71150,46.9145180669,4.84793098636,DEMIGNY,57
320,55198,55160,49.1009729702,5.63355600212,FRESNES EN WOEVRE,53
321,60361,60240,49.2330864401,1.90635269506,LIANCOURT ST PIERRE,47
322,41018,41000,47.5817013938,1.30625551583,BLOIS,92
323,54431,54700,48.9219828048,6.05392690748,PONT A MOUSSON,44
324,1157,1480,46.020997974,4.7620080898,FAREINS,9
325,66088,66130,42.6774223178,2.61639804475,ILLE SUR TET,6
326,25056,25000,47.2553872249,6.01948696494,BESANCON,72
327,48039,48230,44.4502200567,3.34457977647,CHANAC,93
